"pcon24","A_n","B_n","C_n","D_n","E_n","F_n","G_n","number_of_epcs","A_pct","B_pct","C_pct","D_pct","E_pct","F_pct","G_pct","ABC_n","ABC_pct","DEFG_n","DEFG_pct"
"E14001315",49,4916,13977,19391,5329,809,288,44759,0.00109475189347394,0.109832659353426,0.312272392144597,0.433231305435778,0.119059853884135,0.0180745771800085,0.00643446010858151,18942,0.423199803391497,25817,0.576800196608503
"E14001316",99,2277,8074,12391,3840,763,204,27648,0.00358072916666667,0.0823567708333333,0.292028356481481,0.448169849537037,0.138888888888889,0.0275969328703704,0.00737847222222222,10450,0.377965856481481,17198,0.622034143518518
"E14001317",61,6189,20428,11132,2735,477,166,41188,0.00148101388754006,0.150262212294843,0.495969699912596,0.270272895017966,0.0664028357774109,0.0115810430222395,0.0040303000874041,26678,0.647712926094979,14510,0.352287073905021
"E14001318",191,5428,10050,13442,4774,1142,320,35347,0.00540357031714148,0.153563244405466,0.284323987891476,0.380286870172858,0.135060966984468,0.0323082581265737,0.00905310210201715,15669,0.443290802614083,19678,0.556709197385917
"E14001319",41,5332,18261,17750,6079,797,255,48515,0.000845099453777182,0.109904153354633,0.376399051839637,0.365866226940122,0.125301453158817,0.0164279088941564,0.00525610635885808,23634,0.487148304648047,24881,0.512851695351953
"E14001320",394,4576,12994,16187,6022,979,370,41522,0.00948894561918983,0.11020663744521,0.312942536486682,0.389841529791436,0.145031549540003,0.0235778623380377,0.00891093877944222,17964,0.432638119551081,23558,0.567361880448919
"E14001321",55,1705,11497,15864,5750,953,229,36053,0.00152553185587885,0.0472914875322442,0.318891631764347,0.440018861121127,0.159487421296425,0.0264333065209553,0.00635175990902283,13257,0.36770865115247,22796,0.63229134884753
"E14001322",129,3176,9536,14570,4698,738,207,33054,0.00390270466509348,0.0960851939250923,0.288497609971562,0.440793852483814,0.142131058268288,0.022327101107279,0.00626247957887094,12841,0.388485508561747,20213,0.611514491438253
"E14001323",119,8973,22537,18684,7365,1557,579,59814,0.00198950078576922,0.150015046644598,0.376784699234293,0.312368341859765,0.123131708295717,0.0260306951549804,0.00968000802487712,31629,0.52878924666466,28185,0.47121075333534
"E14001324",125,3970,11611,14582,4080,806,263,35437,0.00352738662979372,0.112029799362248,0.327651889268279,0.411490814685216,0.115133899596467,0.0227445889889099,0.00742162146908598,15706,0.443209075260321,19731,0.556790924739679
"E14001325",24,2424,13364,16437,5820,877,306,39252,0.00061143381228982,0.0617548150412718,0.340466727810048,0.41875573219199,0.148272699480281,0.0223428105574238,0.0077957811066952,15812,0.40283297666361,23440,0.59716702333639
"E14001326",470,2938,10292,14593,5323,828,192,34636,0.0135696962697771,0.0848250375332024,0.297147476613928,0.421324633329484,0.153684028178774,0.0239057627901605,0.0055433652846749,13700,0.395542210416907,20936,0.604457789583093
"E14001327",90,3453,14353,17489,8276,1274,209,45144,0.00199362041467305,0.0764885699096225,0.317938153464469,0.387404749246855,0.183324472798157,0.028220804536594,0.00462962962962963,17896,0.396420343788765,27248,0.603579656211235
"E14001328",209,4198,14868,19712,7336,998,233,47554,0.00439500357488329,0.088278588551962,0.312655086848635,0.414518231904782,0.154266728350927,0.0209866677881987,0.00489969298061152,19275,0.405328678975481,28279,0.59467132102452
"E14001329",86,5593,13411,15923,4186,722,197,40118,0.00214367615534174,0.139413729497981,0.334288847898699,0.396904132808216,0.104342190537913,0.0179969091181016,0.00491051398374794,19090,0.475846253552022,21028,0.524153746447978
"E14001330",139,4496,10804,14414,4911,1026,266,36056,0.00385511426669625,0.124694919014866,0.299644996671844,0.399767029065898,0.13620479254493,0.0284557355225205,0.00737741291324606,15439,0.428195029953406,20617,0.571804970046594
"E14001331",19,3084,15641,19144,5678,659,217,44442,0.000427523513793259,0.0693938166599163,0.351941856802124,0.43076369200306,0.12776202691148,0.0148283155573557,0.00488276855227038,18744,0.421763196975834,25698,0.578236803024166
"E14001332",40,13327,18831,16148,4123,483,175,53127,0.000752912831516931,0.250851732640654,0.354452538257383,0.303950910083385,0.0776064901086077,0.00909142244056694,0.00329399363788657,32198,0.606057183729554,20929,0.393942816270446
"E14001333",71,2150,13543,18424,5629,712,197,40726,0.00174335805136768,0.0527918283160634,0.332539409713696,0.452389137160536,0.13821637283308,0.0174826891911801,0.00483720473407651,15764,0.387074596081127,24962,0.612925403918873
"E14001334",69,3137,14123,19167,5619,748,208,43071,0.00160200599010935,0.0728332288546818,0.327900443453832,0.445009403078638,0.130459009542384,0.0173666736319101,0.00482923544844559,17329,0.402335678298623,25742,0.597664321701377
"E14001335",87,6147,11010,12333,3798,816,264,34455,0.00252503265128428,0.178406617326948,0.319547235524597,0.357945145842403,0.110230735742273,0.0236830648672181,0.00766216804527645,17244,0.50047888550283,17211,0.49952111449717
"E14001336",109,4124,16792,18512,4770,623,133,45063,0.00241883585202938,0.0915163215942126,0.372633868140159,0.410802654062091,0.105851807469543,0.0138250893193973,0.00295142356256796,21025,0.466569025586401,24038,0.533430974413599
"E14001337",27,3772,14388,12791,4233,911,286,36408,0.000741595253790376,0.103603603603604,0.395187870797627,0.35132388486047,0.116265655899802,0.0250219731927049,0.00785541639200176,18187,0.499533069655021,18221,0.500466930344979
"E14001338",330,12880,32388,18330,5153,891,408,70380,0.00468883205456096,0.183006535947712,0.460187553282182,0.260443307757886,0.0732168229610685,0.0126598465473146,0.00579710144927536,45598,0.647882921284456,24782,0.352117078715544
"E14001339",81,2863,14788,15214,4483,876,409,38714,0.0020922663635894,0.0739525752957586,0.381980678824198,0.392984450069742,0.115797902567547,0.0226274732654854,0.0105646536136798,17732,0.458025520483546,20982,0.541974479516454
"E14001340",19,3449,15640,18038,6898,1239,526,45809,0.000414765657403567,0.0752908817044686,0.341417625357463,0.393765417276081,0.150581763408937,0.027047086817001,0.0114824597786461,19108,0.417123272719335,26701,0.582876727280665
"E14001341",38,3491,13732,15276,4955,961,413,38866,0.000977718314207791,0.0898214377605105,0.35331652343951,0.393042762311532,0.127489322286832,0.0247259815777286,0.0106262543096794,17261,0.444115679514228,21605,0.555884320485772
"E14001342",66,5501,12562,12802,4692,762,171,36556,0.00180544917387023,0.150481453113032,0.343637159426633,0.350202429149798,0.128351023087865,0.0208447313710472,0.00467775467775468,18129,0.495924061713535,18427,0.504075938286465
"E14001343",221,4777,10974,15262,6852,2090,664,40841,0.00541122891212262,0.11696579417742,0.26870057050513,0.373693102519527,0.167772581474499,0.0511740652775397,0.0162581719350653,15972,0.391077593594672,24868,0.608897921206631
"E14001344",101,2800,13915,15695,4898,1037,304,38750,0.00260645161290323,0.072258064516129,0.359096774193548,0.405032258064516,0.1264,0.0267612903225806,0.00784516129032258,16816,0.433961290322581,21934,0.566038709677419
"E14001345",61,2133,11316,13793,4616,555,90,32564,0.00187323424640708,0.065501781107972,0.347500307087581,0.423565900994964,0.141751627564181,0.0170433607664906,0.00276378823240388,13510,0.41487532244196,19054,0.58512467755804
"E14001346",64,4545,14735,17531,6514,903,196,44488,0.00143859018162201,0.102162380866751,0.33121291134688,0.394061319906492,0.146421506923215,0.0202976083438231,0.00440568243121741,19344,0.434813882395253,25144,0.565186117604747
"E14001347",195,3945,10977,15574,4991,1075,291,37048,0.00526344202116174,0.106483480889657,0.296291297775858,0.420373569423451,0.134717123731376,0.0290164111423019,0.00785467501619521,15117,0.408038220686677,21931,0.591961779313323
"E14001348",310,6988,11641,13018,4953,1014,198,38122,0.00813178741933791,0.183306227375269,0.305361733382299,0.341482608467552,0.129924977703164,0.0265988143329311,0.00519385131944809,18939,0.496799748176906,19183,0.503200251823094
"E14001349",184,8801,15177,13715,3957,564,133,42531,0.00432625614257835,0.206931414732783,0.356845594977781,0.322470668453599,0.0930380193270791,0.0132609155674684,0.00312713079871153,24162,0.568103265853142,18369,0.431896734146858
"E14001350",178,3175,10377,13875,3880,597,141,32224,0.00552383316782522,0.098529046673287,0.322027060575968,0.430579692154916,0.120407149950348,0.0185265640516385,0.00437562065541212,13730,0.42607994041708,18493,0.573889026812314
"E14001351",214,4489,9566,12573,4734,1360,345,33281,0.00643009524954178,0.134881764370061,0.28743126708933,0.377783119497611,0.142243322015564,0.0408641567260599,0.0103662750518314,14269,0.428743126708933,19012,0.571256873291067
"E14001352",169,20337,28965,15627,4556,594,162,70410,0.0024002272404488,0.288836812952706,0.411376224968044,0.221942905837239,0.0647067177957676,0.00843630166169578,0.00230080954409885,49471,0.702613265161199,20939,0.297386734838801
"E14001353",63,5862,20375,13732,4043,521,173,44769,0.00140722374857602,0.130938819272264,0.455114029797404,0.306730103419777,0.0903080256427439,0.0116375170318747,0.00386428108735956,26300,0.587460072818245,18469,0.412539927181755
"E14001354",36,2459,13934,15295,5272,736,153,37885,0.000950244159957767,0.0649069552593375,0.367797281245876,0.403721789626501,0.139157978091593,0.0194272139369143,0.00403853767982051,16429,0.433654480665171,21456,0.566345519334829
"E14001355",135,3279,14020,15677,5030,797,126,39064,0.00345586729469588,0.0839391767356134,0.358898218308417,0.401315789473684,0.128763055498669,0.0204024165472046,0.00322547614171616,17434,0.446293262338726,21630,0.553706737661274
"E14001356",263,5242,10582,11243,4912,1199,276,33717,0.00780021947385592,0.155470534151912,0.313847613963283,0.333451967850046,0.145683186523119,0.0355606963846131,0.00818578165317199,16087,0.47711836758905,17630,0.52288163241095
"E14001357",184,6139,9020,12356,5421,1263,341,34724,0.00529892869485082,0.176794148139615,0.259762700149752,0.355834581269439,0.156116806819491,0.0363725377260684,0.00982029720078332,15343,0.441855776984218,19381,0.558144223015782
"E14001358",111,3229,12378,13049,4358,736,145,34006,0.00326412985943657,0.0949538316767629,0.363994589190143,0.383726401223314,0.128153855202023,0.0216432394283362,0.00426395341998471,15718,0.462212550726342,18288,0.537787449273658
"E14001359",265,10573,10163,10585,3328,713,184,35811,0.00739996090586691,0.295244477953701,0.28379548183519,0.295579570523024,0.0929323392253777,0.0199100834938985,0.00513808606294155,21001,0.586439920694759,14810,0.413560079305241
"E14001360",138,7177,9964,11526,5221,1510,358,35894,0.00384465370256867,0.19994985234301,0.277595141249234,0.321112163592801,0.145456065080515,0.0420683122527442,0.00997381177912743,17279,0.481389647294812,18615,0.518610352705188
"E14001361",317,7263,10036,12863,3619,590,185,34873,0.00909012703237462,0.208270008315889,0.287787113239469,0.368852694061308,0.103776560662977,0.0169185329624638,0.00530496372551831,17616,0.505147248587733,17257,0.494852751412267
"E14001362",258,2886,8577,12942,4411,966,186,30226,0.00853569774366439,0.0954807119698273,0.283762323827169,0.428174419374049,0.145933964136836,0.031959240389069,0.00615364255938596,11721,0.38777873354066,18505,0.61222126645934
"E14001363",415,3938,10005,12935,3614,642,179,31728,0.0130799293998991,0.124117498739284,0.315336611195159,0.407684064548664,0.113905698436712,0.0202344931921331,0.00564170448814927,14358,0.452534039334342,17370,0.547465960665658
"E14001364",86,5003,9222,13198,4449,810,130,32898,0.00261414067724482,0.152076114049486,0.280320992157578,0.401179403003222,0.135236184570491,0.0246215575414919,0.00395160800048635,14311,0.435011246884309,18587,0.564988753115691
"E14001365",469,5600,9322,12907,5996,1576,350,36220,0.0129486471562673,0.154610712313639,0.257371617890668,0.356350082827167,0.165543898398675,0.0435118718939812,0.00966316951960243,15391,0.424930977360574,20829,0.575069022639426
"E14001366",233,7673,12294,12075,3750,669,162,36856,0.00632190145430866,0.208188626003907,0.333568482743651,0.327626438029086,0.101747341002822,0.0181517256349034,0.0043954851313219,20200,0.548079010201867,16656,0.451920989798133
"E14001367",79,4218,16092,19413,6444,856,308,47410,0.00166631512339169,0.088968572031217,0.339422062855938,0.409470575827884,0.135920691837165,0.0180552626028264,0.00649651972157773,20389,0.430056950010546,27021,0.569943049989454
"E14001368",165,5302,12480,12827,3608,747,209,35338,0.00466919463467089,0.150036787594091,0.353160903276926,0.362980361084385,0.102099722678137,0.0211387175278737,0.00591431320391646,17947,0.507866885505688,17391,0.492133114494312
"E14001369",446,13533,22816,13453,2051,180,22,52501,0.00849507628426125,0.257766518732977,0.434582198434316,0.256242738233557,0.0390659225538561,0.00342850612369288,0.000419039637340241,36795,0.700843793451553,15706,0.299156206548447
"E14001370",733,7469,12289,14076,3623,569,142,38901,0.0188427032724094,0.19200020565024,0.315904475463356,0.361841597902368,0.0931338526001902,0.0146268733451582,0.0036502917662785,20491,0.526747384386006,18410,0.473252615613994
"E14001371",53,2831,15427,17743,4554,588,206,41402,0.00128013139461862,0.0683783392106661,0.372614849524178,0.428554176126757,0.109994686247041,0.0142022124535047,0.00497560504323463,18311,0.442273320129462,23091,0.557726679870538
"E14001372",156,2648,10207,16042,6741,1774,647,38215,0.00408216668847311,0.0692921627633128,0.267094073007981,0.419782807797985,0.176396702865367,0.0464215622137904,0.0169305246630904,13011,0.340468402459767,25204,0.659531597540233
"E14001373",76,1909,10700,12383,3789,864,235,29956,0.00253705434637468,0.0637267993056483,0.35719054613433,0.413372946988917,0.12648551208439,0.0288423020429964,0.00784483909734277,12685,0.423454399786353,17271,0.576545600213647
"E14001374",139,3072,11696,13484,4387,911,240,33929,0.00409679035633234,0.0905420142061363,0.344719856170238,0.397418137876153,0.129299419375755,0.0268501871555307,0.0070735948598544,14907,0.439358660732707,19022,0.560641339267293
"E14001375",197,5614,12018,14998,6300,1767,423,41317,0.00476801316649321,0.135876273688796,0.290873006268606,0.362998281579011,0.152479608877702,0.0427668998233173,0.0102379165960743,17829,0.431517293123896,23488,0.568482706876104
"E14001376",113,4776,14061,13124,4552,1041,244,37911,0.00298066524227797,0.125979267231147,0.370894990899739,0.346179209200496,0.120070691883622,0.0274590488248793,0.00643612671783915,18950,0.499854923373164,18961,0.500145076626836
"E14001377",245,5710,19178,18538,4604,536,93,48904,0.00500981514804515,0.116759365287093,0.392156060853918,0.379069196793718,0.0941436283330607,0.0109602486504171,0.00190168493374775,25133,0.513925241289056,23771,0.486074758710944
"E14001378",294,4389,19388,18255,3904,405,82,46717,0.00629321232099664,0.0939486696491641,0.415009525440418,0.390757111972087,0.0835670098679282,0.00866922105443415,0.00175524969497185,24071,0.515251407410579,22646,0.484748592589421
"E14001379",82,4749,15967,15997,4239,510,79,41623,0.00197006462772986,0.114095572159623,0.383610023304423,0.384330778656032,0.101842731182279,0.0122528409773443,0.00189798909256901,20798,0.499675660091776,20825,0.500324339908224
"E14001380",79,3427,10541,13547,4554,711,162,33021,0.00239241694679144,0.103782441476636,0.319221101723146,0.410254080736501,0.137912237666939,0.0215317525211229,0.00490596892886345,14047,0.425395960146573,18974,0.574604039853427
"E14001381",143,5241,10566,14239,5211,1233,373,37006,0.00386423823163811,0.141625682321786,0.285521266821597,0.384775441820245,0.140815002972491,0.0333189212560125,0.0100794465762309,15950,0.43101118737502,21056,0.56898881262498
"E14001382",178,5801,15239,17189,3683,516,160,42766,0.00416218491324884,0.135645138661554,0.356334471308984,0.401931440864238,0.0861198148061544,0.0120656596361596,0.00374128980966188,21218,0.496141794883786,21548,0.503858205116214
"E14001383",304,4656,12810,21872,3988,630,158,44418,0.00684407222297267,0.104822369309739,0.288396595974605,0.492412985726507,0.0897834211355757,0.014183439146292,0.00355711648430816,17770,0.400063037507317,26648,0.599936962492683
"E14001384",275,9531,11440,10835,4203,1114,281,37679,0.00729849518299318,0.252952573051302,0.303617399612516,0.287560710209931,0.111547546378619,0.0295655404867433,0.00745773507789485,21246,0.563868467846811,16433,0.436131532153189
"E14001385",531,6130,11193,12928,8940,4024,1574,45320,0.0117166813768756,0.135260370697264,0.246977052074139,0.285260370697264,0.197263901147396,0.0887908208296558,0.0347308031774051,17854,0.393954104148279,27466,0.606045895851721
"E14001386",249,8107,8956,10602,6588,2184,564,37250,0.00668456375838926,0.217637583892617,0.240429530201342,0.28461744966443,0.176859060402685,0.0586308724832215,0.0151409395973154,17312,0.464751677852349,19938,0.535248322147651
"E14001387",461,5399,11461,13729,7040,2330,980,41400,0.0111352657004831,0.130410628019324,0.276835748792271,0.331618357487923,0.170048309178744,0.056280193236715,0.0236714975845411,17321,0.418381642512077,24079,0.581618357487923
"E14001388",146,4690,11378,12286,4804,1478,417,35199,0.00414784510923606,0.133242421659706,0.323247819540328,0.349044006932015,0.136481150032671,0.041989829256513,0.0118469274695304,16214,0.46063808630927,18985,0.53936191369073
"E14001389",86,3294,12785,15661,3598,502,130,36056,0.00238517861104948,0.0913578877301975,0.354587308631018,0.434352118926115,0.0997892167739073,0.013922786776126,0.00360550255158642,16165,0.448330374972265,19891,0.551669625027735
"E14001390",340,5267,13750,14371,5367,1363,394,40852,0.0083227259375306,0.128928816214628,0.336580828356017,0.35178204249486,0.13137667678449,0.0333643395672183,0.00964457064525605,19357,0.473832370508176,21495,0.526167629491824
"E14001391",142,3942,9146,14202,4051,778,187,32448,0.00437623274161736,0.121486686390533,0.281866370808678,0.437684911242604,0.12484590729783,0.0239768244575937,0.00576306706114398,13230,0.407729289940828,19218,0.592270710059172
"E14001392",161,6735,12238,11918,3375,666,145,35238,0.0045689312673818,0.191128894942959,0.347295533231171,0.338214427606561,0.0957772858845564,0.0189000510812191,0.00411487598615131,19134,0.542993359441512,16104,0.457006640558488
"E14001393",100,5330,11994,13862,5008,1276,265,37835,0.00264305537201004,0.140874851328135,0.317008061318885,0.366380335668032,0.132364213030263,0.0337253865468482,0.00700409673582662,17424,0.46052596801903,20411,0.53947403198097
"E14001394",182,4505,9396,11302,3985,910,212,30492,0.00596877869605142,0.147743670470943,0.30814639905549,0.370654597927325,0.130690017053653,0.0298438934802571,0.00695264331627968,14083,0.461858848222485,16409,0.538141151777515
"E14001395",291,4332,8228,11111,6373,2507,972,33814,0.00860590288046371,0.128112616076181,0.243331164606376,0.328591707576743,0.188472230437097,0.0741408883894245,0.0287454900337138,12851,0.380049683563021,20963,0.619950316436979
"E14001396",166,3353,9475,14900,7759,2783,917,39353,0.00421822986811679,0.0852031611312988,0.240769445785582,0.378624247198435,0.197164129799507,0.070718877849211,0.02330190836785,12994,0.330190836784997,26359,0.669809163215003
"E14001397",246,4805,12098,13348,6297,2252,735,39781,0.00618385661496694,0.120786305019984,0.30411502978809,0.335537065433247,0.158291646766044,0.0566099394183153,0.0184761569593525,17149,0.431085191423041,22632,0.568914808576959
"E14001398",226,4861,11408,13159,5702,1901,717,37974,0.0059514404592616,0.128008637488808,0.300416074156001,0.346526570811608,0.150155369463317,0.0500605677568863,0.0188813398641176,16495,0.434376152104071,21479,0.565623847895929
"E14001399",447,4534,11998,12076,4298,1054,237,34644,0.0129026671285071,0.130874033021591,0.34632259554324,0.348574067659624,0.124061886618173,0.0304237385983143,0.00684101143055074,16979,0.490099295693338,17665,0.509900704306662
"E14001400",261,3904,9077,13517,5098,925,260,33042,0.0078990375885237,0.118152654197688,0.274710973911991,0.409085406452394,0.154288481326796,0.0279946734459173,0.00786877307669027,13242,0.400762665698202,19800,0.599237334301798
"E14001401",316,10860,18258,13151,4021,810,178,47594,0.00663949237298819,0.228180022691936,0.383619784006387,0.2763163423961,0.0844854393410934,0.0170189519687356,0.00373996722275917,29434,0.618439299071311,18160,0.381560700928688
"E14001402",359,10417,10588,10537,4734,1449,335,38419,0.00934433483432676,0.271141882922512,0.275592805643041,0.274265337463234,0.123220281631484,0.0377157135792186,0.00871964392618236,21364,0.55607902339988,17055,0.44392097660012
"E14001403",113,10231,14326,11169,3445,773,204,40262,0.00280661666087129,0.254110575728975,0.355819383041081,0.277407977745765,0.0855645521832,0.0191992449456063,0.00506681237891809,24670,0.612736575430927,15591,0.38723858725349
"E14001404",154,8622,10934,14024,4789,1017,270,39810,0.00386837478020598,0.216578749058026,0.274654609394624,0.35227329816629,0.120296407937704,0.0255463451394122,0.00678221552373775,19710,0.495101733232856,20100,0.504898266767144
"E14001405",174,4198,13321,16239,7950,2217,576,44675,0.00389479574706212,0.0939675433687745,0.29817571348629,0.363491885842194,0.177951874650252,0.0496250699496363,0.0128931169557918,17693,0.396038052602126,26982,0.603961947397873
"E14001406",136,4855,18307,20566,6383,879,214,51340,0.00264900662251656,0.0945656408258668,0.356583560576548,0.400584339696143,0.124328009349435,0.0171211530970004,0.00416828983248929,23298,0.453798208024932,28042,0.546201791975068
"E14001407",127,7547,15448,13429,2880,351,53,39841,0.00318767099219397,0.189427976205417,0.387741271554429,0.337064832710022,0.0722873421851861,0.00881001982881956,0.00133028789438016,23122,0.580356918752039,16713,0.419492482618408
"E14001408",183,4110,13479,15542,3686,500,107,37607,0.00486611535086553,0.109288164437472,0.358417315925227,0.413274124498099,0.0980136676682533,0.0132953971335124,0.00284521498657165,17772,0.472571595713564,19835,0.527428404286436
"E14001409",41,4343,19937,16882,4754,592,132,46681,0.000878301664488764,0.0930357104603586,0.427090250851524,0.361646065851203,0.101840149097063,0.0126818191555451,0.00282770291981748,24321,0.521004262976372,22360,0.478995737023628
"E14001410",143,6069,20564,21015,9562,1604,275,59232,0.00241423554835224,0.102461507293355,0.347177201512696,0.354791329011345,0.161433009184225,0.0270799567801189,0.00464276066990816,26776,0.452052944354403,32456,0.547947055645597
"E14001411",391,2504,16445,18578,5095,815,149,43977,0.00889101121040544,0.0569388544011642,0.373945471496464,0.422448097869341,0.115856015644541,0.0185324146713055,0.00338813470677854,19340,0.439775337108034,24637,0.560224662891966
"E14001412",329,4794,16918,17472,5306,706,130,45656,0.00720606272998073,0.105002628351148,0.370553705975118,0.382687927107062,0.116216926581391,0.0154634659190468,0.00284738041002278,22041,0.482762397056247,23614,0.517215700017522
"E14001413",177,6630,9666,13971,4837,748,199,36228,0.00488572374958596,0.183007618416694,0.26681020205366,0.385640940708844,0.133515512862979,0.0206470133598322,0.00549298884840455,16473,0.45470354421994,19755,0.54529645578006
"E14001414",51,1844,7797,14196,5623,888,185,30584,0.00166753858226524,0.0602929636411195,0.254937222076903,0.464164268898771,0.183854302903479,0.0290347894323829,0.00604891446507978,9692,0.316897724300288,20892,0.683102275699712
"E14001415",64,2327,11599,15485,4795,809,217,35296,0.00181323662737987,0.0659281504986401,0.328620806890299,0.438718268359021,0.135851087941976,0.0229204442429737,0.00614800543970988,13990,0.396362194016319,21306,0.603637805983681
"E14001416",152,3469,13114,14511,4301,681,169,36397,0.00417616836552463,0.0953100530263483,0.360304420694013,0.39868670494821,0.11816907986922,0.0187103332692255,0.00464323982745831,16735,0.459790642085886,19662,0.540209357914114
"E14001417",52,1825,8992,13690,4992,725,160,30436,0.00170850308844789,0.0599618872387962,0.295439610986989,0.449796293862531,0.164016296490997,0.0238204757523985,0.00525693257983966,10869,0.357110001314233,19567,0.642889998685767
"E14001418",126,3202,9824,16292,4241,772,223,34680,0.00363321799307958,0.0923298731257209,0.283275663206459,0.469780853517878,0.122289504036909,0.0222606689734717,0.00643021914648212,13152,0.379238754325259,21528,0.620761245674741
"E14001419",289,3760,18737,16090,4445,503,125,43949,0.00657580377255455,0.0855537099820246,0.426335070194999,0.366106168513504,0.101139957678218,0.011445084074723,0.00284420578397688,22786,0.518464583949578,21163,0.481535416050422
"E14001420",265,5156,14409,12843,3979,657,169,37478,0.0070708148780618,0.137574043438817,0.3844655531245,0.342681039543199,0.106168952452105,0.0175302844335343,0.00450931212978281,19830,0.529110411441379,17648,0.470889588558621
"E14001421",63,10736,16873,12595,3420,385,161,44233,0.00142427599303687,0.242714715257839,0.381457283023987,0.284742160830149,0.0773178396220017,0.00870390884633645,0.00363981642664979,27672,0.625596274274863,16561,0.374403725725137
"E14001422",283,5085,9522,16897,7622,1615,534,41558,0.00680975985369845,0.122359112565571,0.229125559459069,0.406588382501564,0.183406323692189,0.038861350401848,0.01284951152606,14890,0.358294431878339,26668,0.641705568121661
"E14001423",185,3109,9322,12850,3486,689,208,29849,0.00619786257496063,0.104157593219203,0.312305269858287,0.430500184260779,0.116787832088177,0.0230828503467453,0.00696840765184763,12616,0.422660725652451,17233,0.577339274347549
"E14001424",233,5175,9347,13584,7154,2880,1129,39502,0.00589843552225204,0.131006025011392,0.236620930585793,0.343881322464685,0.181104754189661,0.072907700875905,0.0285808313503114,14755,0.373525391119437,24747,0.626474608880563
"E14001425",225,6274,19879,16597,5682,706,163,49526,0.00454306828736421,0.126680935266325,0.401385131042281,0.335116908290595,0.114727617816904,0.0142551387150184,0.00329120058151274,26378,0.53260913459597,23148,0.46739086540403
"E14001426",368,5254,14473,13887,3220,629,171,38002,0.00968370085784959,0.138255881269407,0.380848376401242,0.365428135361297,0.0847323825061839,0.0165517604336614,0.00449976317035945,20095,0.528787958528498,17907,0.471212041471501
"E14001427",92,4915,17332,19727,6326,1004,358,49754,0.00184909755999518,0.0987860272540901,0.348353901193874,0.396490734413314,0.12714555613619,0.0201792820677734,0.00719540137476384,22339,0.448989026007959,27415,0.551010973992041
"E14001428",436,6429,15404,20653,3821,632,139,47514,0.00917624279159827,0.135307488319232,0.324199183398577,0.434671886180915,0.0804184029970114,0.0133013427621333,0.00292545355053247,22269,0.468682914509408,25245,0.531317085490592
"E14001429",173,6648,15498,14114,4574,723,145,41875,0.00413134328358209,0.158758208955224,0.370101492537313,0.337050746268657,0.109229850746269,0.017265671641791,0.00346268656716418,22319,0.532991044776119,19556,0.467008955223881
"E14001430",253,36163,29484,11237,1928,226,46,79337,0.00318892824281231,0.455815067370836,0.371629882652482,0.141636310926806,0.0243013978345539,0.00284860783745289,0.000579805135056783,65900,0.830633878266131,13437,0.169366121733869
"E14001431",60,2375,11908,16106,4130,647,223,35449,0.00169257242799515,0.0669976586081413,0.335919207876104,0.454342858754831,0.116505402126999,0.018251572681881,0.00629072752404863,14343,0.40460943891224,21106,0.59539056108776
"E14001432",23,3550,19117,20089,5308,871,281,49239,0.000467109405146327,0.072097321229107,0.388249152094884,0.407989601738459,0.107800727065944,0.0176892300818457,0.00570685838461382,22690,0.460813582729137,26549,0.539186417270862
"E14001433",152,4710,18502,17660,5264,969,330,47587,0.00319414966272301,0.0989766112593776,0.388803664866455,0.371109756866371,0.110618446214302,0.0203627040998592,0.0069346670309118,23364,0.490974425788556,24223,0.509025574211444
"E14001434",32,8609,19833,16528,4753,692,186,50633,0.000631998894001935,0.170027452451958,0.391701064523137,0.326427428752,0.093871585724725,0.0136669760827919,0.00367349357138625,28474,0.562360515869097,22159,0.437639484130903
"E14001435",49,5959,21537,19483,4636,569,193,52426,0.000934650745813146,0.113664975393889,0.410807614542403,0.371628581238317,0.0884294052569336,0.0108533933544425,0.0036813794682028,27545,0.525407240682104,24881,0.474592759317896
"E14001436",95,3297,11309,14675,3997,622,153,34148,0.00278200773105306,0.0965503104134942,0.331176057162938,0.429746983717934,0.117049314747569,0.0182148295654211,0.00448049666159072,14701,0.430508375307485,19447,0.569491624692515
"E14001437",96,3381,9057,12415,4196,712,121,29978,0.00320234838881847,0.1127827073187,0.302121555807592,0.414137033824805,0.13996931082794,0.0237507505504036,0.00403629328173994,12534,0.418106611515111,17444,0.581893388484889
"E14001438",116,6795,16594,18836,6051,847,255,49494,0.00234371843051683,0.137289368408292,0.335272962379278,0.380571382389785,0.122257243302218,0.0171131854366186,0.00515213965329131,23505,0.474906049218087,25989,0.525093950781913
"E14001439",85,2755,9491,12279,4700,1035,239,30584,0.00277923097044206,0.0900797802772692,0.310325660476066,0.401484436306566,0.153675124247973,0.0338412241695004,0.00781454355218415,12331,0.403184671723777,18253,0.596815328276223
"E14001440",85,3954,11622,14550,4674,751,207,35843,0.00237145328237034,0.110314426805792,0.324247412325977,0.40593700304104,0.130402031079988,0.0209524872360014,0.00577518622883129,15661,0.436933292414139,20182,0.563066707585861
"E14001441",65,3888,12268,12339,3497,658,158,32873,0.00197730660420406,0.118273355033006,0.373193806467314,0.375353633681137,0.106379095306178,0.0200164268548657,0.00480637605329602,16221,0.493444468104523,16652,0.506555531895477
