"msoa21","A_n","B_n","C_n","D_n","E_n","F_n","G_n","number_of_epcs","A_pct","B_pct","C_pct","D_pct","E_pct","F_pct","G_pct","ABC_n","ABC_pct","DEFG_n","DEFG_pct"
"E02002291",1,250,664,925,250,33,13,2136,0.000468164794007491,0.117041198501873,0.310861423220974,0.433052434456929,0.117041198501873,0.0154494382022472,0.00608614232209738,915,0.428370786516854,1221,0.571629213483146
"E02002292",17,251,540,843,231,43,10,1935,0.00878552971576227,0.129715762273902,0.27906976744186,0.435658914728682,0.11937984496124,0.0222222222222222,0.00516795865633075,808,0.417571059431525,1127,0.582428940568475
"E02002293",2,89,864,888,433,64,28,2368,0.000844594594594595,0.0375844594594595,0.364864864864865,0.375,0.18285472972973,0.027027027027027,0.0118243243243243,955,0.403293918918919,1413,0.596706081081081
"E02002294",1,195,782,1067,458,50,15,2568,0.000389408099688474,0.0759345794392523,0.304517133956386,0.415498442367601,0.178348909657321,0.0194704049844237,0.0058411214953271,978,0.380841121495327,1590,0.619158878504673
"E02002295",1,111,1393,848,190,38,18,2599,0.000384763370527126,0.042708734128511,0.535975375144286,0.326279338207003,0.0731050404001539,0.0146210080800308,0.00692574066948826,1505,0.579068872643324,1094,0.420931127356676
"E02002296",0,387,869,1020,348,48,11,2683,0,0.144241520685799,0.323891166604547,0.380171449869549,0.129705553484905,0.0178904211703317,0.00409988818486769,1256,0.468132687290347,1427,0.531867312709653
"E02002297",8,227,573,1005,371,62,14,2260,0.00353982300884956,0.100442477876106,0.25353982300885,0.444690265486726,0.164159292035398,0.0274336283185841,0.00619469026548673,808,0.357522123893805,1452,0.642477876106195
"E02002298",2,70,822,980,231,48,12,2165,0.00092378752886836,0.0323325635103926,0.379676674364896,0.452655889145497,0.106697459584296,0.0221709006928406,0.00554272517321016,894,0.412933025404157,1271,0.587066974595843
"E02002299",21,271,1095,1448,475,80,40,3430,0.00612244897959184,0.0790087463556851,0.319241982507289,0.422157434402332,0.138483965014577,0.0233236151603499,0.0116618075801749,1387,0.404373177842566,2043,0.595626822157434
"E02002300",4,972,763,936,243,33,7,2958,0.00135226504394861,0.328600405679513,0.257944557133198,0.316430020283976,0.0821501014198783,0.0111561866125761,0.00236646382691007,1739,0.58789722785666,1219,0.41210277214334
"E02002301",3,129,649,1263,730,98,61,2933,0.00102284350494374,0.043982270712581,0.22127514490283,0.430617115581316,0.248891919536311,0.0334128878281623,0.0207978179338561,781,0.266280259120355,2152,0.733719740879645
"E02002302",2,95,634,790,237,54,10,1822,0.00109769484083425,0.0521405049396268,0.347969264544457,0.433589462129528,0.130076838638858,0.0296377607025247,0.00548847420417124,731,0.401207464324918,1091,0.598792535675082
"E02002303",0,153,713,1202,470,76,24,2638,0,0.0579984836997726,0.270280515542077,0.455648218347233,0.178165276724792,0.0288097043214556,0.0090978013646702,866,0.32827899924185,1772,0.67172100075815
"E02002304",0,90,868,1232,688,117,33,3028,0,0.0297225891677675,0.28665785997358,0.406869220607662,0.227212681638045,0.0386393659180978,0.0108982826948481,958,0.316380449141347,2070,0.683619550858653
"E02002305",0,70,891,970,253,40,14,2238,0,0.031277926720286,0.398123324396783,0.433422698838248,0.113047363717605,0.0178731009830206,0.00625558534405719,961,0.429401251117069,1277,0.570598748882931
"E02002306",5,125,486,899,284,54,15,1868,0.00267665952890792,0.0669164882226981,0.26017130620985,0.481263383297645,0.15203426124197,0.0289079229122056,0.00802997858672377,616,0.329764453961456,1252,0.670235546038544
"E02002307",29,29,611,938,264,54,21,1946,0.0149023638232271,0.0149023638232271,0.313977389516958,0.482014388489209,0.135662898252826,0.0277492291880781,0.0107913669064748,669,0.343782117163412,1277,0.656217882836588
"E02002308",0,285,684,1049,377,54,15,2464,0,0.115665584415584,0.277597402597403,0.425730519480519,0.153003246753247,0.0219155844155844,0.00608766233766234,969,0.393262987012987,1495,0.606737012987013
"E02002309",1,130,818,1075,523,102,20,2669,0.000374672161858374,0.0487073810415886,0.30648182840015,0.402772573997752,0.19595354065193,0.0382165605095541,0.00749344323716748,949,0.355563881603597,1720,0.644436118396403
"E02002310",8,145,755,1007,358,54,20,2347,0.0034086067319983,0.0617809970174691,0.321687260332339,0.429058372390285,0.152535151256924,0.0230080954409885,0.00852151682999574,908,0.386876864081807,1439,0.613123135918193
"E02002311",4,189,837,1009,268,52,8,2367,0.00168990283058724,0.0798479087452472,0.35361216730038,0.426277989015632,0.113223489649345,0.0219687367976341,0.00337980566117448,1030,0.435149978876215,1337,0.564850021123785
"E02002312",13,339,1092,1352,435,48,23,3302,0.00393700787401575,0.102665051483949,0.330708661417323,0.409448818897638,0.131738340399758,0.0145366444579043,0.00696547546941248,1444,0.437310720775288,1858,0.562689279224712
"E02002313",0,42,396,1240,747,111,53,2589,0,0.0162224797219003,0.152954808806489,0.478949401313248,0.288528389339513,0.0428736964078795,0.0204712244109695,438,0.169177288528389,2151,0.830822711471611
"E02002314",1,36,460,1059,280,58,18,1912,0.000523012552301255,0.0188284518828452,0.240585774058577,0.553870292887029,0.146443514644351,0.0303347280334728,0.00941422594142259,497,0.259937238493724,1415,0.740062761506276
"E02002315",3,217,696,1345,566,91,27,2945,0.00101867572156197,0.0736842105263158,0.236332767402377,0.456706281833616,0.192190152801358,0.0308998302207131,0.00916808149405773,916,0.311035653650255,2029,0.688964346349745
"E02002316",9,255,604,897,238,40,13,2056,0.00437743190661479,0.124027237354086,0.293774319066148,0.436284046692607,0.115758754863813,0.0194552529182879,0.00632295719844358,868,0.422178988326848,1188,0.577821011673152
"E02002317",0,303,647,1199,496,76,24,2745,0,0.110382513661202,0.235701275045537,0.436794171220401,0.180692167577413,0.0276867030965392,0.0087431693989071,950,0.34608378870674,1795,0.65391621129326
"E02002318",8,119,736,979,324,51,17,2234,0.0035810205908684,0.0532676812891674,0.329453894359893,0.43822739480752,0.14503133393017,0.022829006266786,0.00760966875559534,863,0.386302596239928,1371,0.613697403760072
"E02002319",8,239,600,1075,372,80,26,2400,0.00333333333333333,0.0995833333333333,0.25,0.447916666666667,0.155,0.0333333333333333,0.0108333333333333,847,0.352916666666667,1553,0.647083333333333
"E02002320",9,155,752,1038,347,44,15,2360,0.0038135593220339,0.0656779661016949,0.31864406779661,0.439830508474576,0.147033898305085,0.0186440677966102,0.00635593220338983,916,0.388135593220339,1444,0.611864406779661
"E02002321",2,276,684,840,263,63,21,2149,0.000930665425779432,0.128431828757562,0.318287575616566,0.390879478827362,0.122382503489995,0.0293159609120521,0.00977198697068404,962,0.447650069799907,1187,0.552349930200093
"E02002322",3,125,454,981,392,111,48,2114,0.00141911069063387,0.0591296121097446,0.214758751182592,0.464049195837275,0.185430463576159,0.0525070955534532,0.0227057710501419,582,0.275307473982971,1532,0.724692526017029
"E02002323",15,301,802,1217,371,81,25,2812,0.00533428165007112,0.107041251778094,0.285206258890469,0.432788051209104,0.131934566145092,0.0288051209103841,0.00889046941678521,1118,0.397581792318634,1694,0.602418207681366
"E02002324",44,494,595,988,257,56,21,2455,0.0179226069246436,0.20122199592668,0.242362525458248,0.40244399185336,0.104684317718941,0.0228105906313646,0.00855397148676171,1133,0.461507128309572,1322,0.538492871690428
"E02002325",7,456,984,1214,356,47,29,3093,0.00226317491108956,0.147429679922405,0.318137730358875,0.392499191723246,0.115098609763983,0.0151956029744585,0.00937601034594245,1447,0.46783058519237,1646,0.53216941480763
"E02002326",1,128,449,837,276,67,14,1772,0.000564334085778781,0.072234762979684,0.253386004514673,0.47234762979684,0.155756207674944,0.0378103837471783,0.00790067720090293,578,0.326185101580135,1194,0.673814898419865
"E02002327",7,363,968,1310,457,88,35,3228,0.00216852540272615,0.112453531598513,0.299876084262701,0.405824039653036,0.141573729863693,0.0272614622057001,0.0108426270136307,1338,0.414498141263941,1890,0.585501858736059
"E02002328",10,261,671,900,323,101,31,2297,0.0043535045711798,0.113626469307793,0.292120156726165,0.391815411406182,0.140618197649108,0.043970396168916,0.0134958641706574,942,0.410100130605137,1355,0.589899869394863
"E02002329",12,426,1180,1692,591,123,45,4069,0.00294912754976653,0.104694028016712,0.289997542393709,0.41582698451708,0.145244531826001,0.0302285573851069,0.0110592283116245,1618,0.397640697960187,2451,0.602359302039813
"E02002330",15,364,463,1011,249,29,3,2134,0.007029053420806,0.170571696344892,0.216963448922212,0.473758200562324,0.11668228678538,0.0135895032802249,0.0014058106841612,842,0.39456419868791,1292,0.60543580131209
"E02002331",58,602,933,897,259,43,18,2810,0.0206405693950178,0.21423487544484,0.33202846975089,0.319217081850534,0.0921708185053381,0.0153024911032028,0.00640569395017794,1593,0.566903914590747,1217,0.433096085409253
"E02002332",0,291,659,927,257,46,23,2203,0,0.132092600998638,0.299137539718566,0.420789832047208,0.116659101225601,0.0208806173399909,0.0104403086699955,950,0.431230140717204,1253,0.568769859282796
"E02002333",7,130,785,1365,570,87,26,2970,0.00235690235690236,0.0437710437710438,0.264309764309764,0.45959595959596,0.191919191919192,0.0292929292929293,0.00875420875420875,922,0.31043771043771,2048,0.689562289562289
"E02002334",24,251,804,1106,358,87,19,2649,0.00906002265005663,0.0947527368818422,0.303510758776897,0.417516043790109,0.135145337863345,0.0328425821064553,0.00717251793129483,1079,0.407323518308796,1570,0.592676481691204
"E02002335",10,180,575,1061,439,86,20,2371,0.00421762969211303,0.0759173344580346,0.242513707296499,0.447490510333193,0.185153943483762,0.0362716153521721,0.00843525938422606,765,0.322648671446647,1606,0.677351328553353
"E02002336",5,389,510,932,423,101,37,2397,0.00208594075928244,0.162286191072174,0.212765957446809,0.388819357530246,0.176470588235294,0.0421360033375052,0.01543596161869,904,0.377138089278264,1493,0.622861910721735
"E02002337",9,263,930,983,343,57,15,2600,0.00346153846153846,0.101153846153846,0.357692307692308,0.378076923076923,0.131923076923077,0.0219230769230769,0.00576923076923077,1202,0.462307692307692,1398,0.537692307692308
"E02002338",1,304,905,1004,323,46,12,2595,0.000385356454720617,0.117148362235067,0.348747591522158,0.386897880539499,0.124470134874759,0.0177263969171484,0.0046242774566474,1210,0.466281310211946,1385,0.533718689788054
"E02002339",1,49,886,950,286,51,15,2238,0.000446827524575514,0.0218945487042002,0.395889186773905,0.424486148346738,0.127792672028597,0.0227882037533512,0.00670241286863271,936,0.418230563002681,1302,0.581769436997319
"E02002340",0,188,609,1005,344,52,12,2210,0,0.0850678733031674,0.275565610859729,0.454751131221719,0.155656108597285,0.0235294117647059,0.00542986425339366,797,0.360633484162896,1413,0.639366515837104
"E02002341",4,93,626,1119,346,64,10,2262,0.0017683465959328,0.0411140583554377,0.276746242263484,0.494694960212202,0.152961980548187,0.0282935455349248,0.00442086648983201,723,0.319628647214854,1539,0.680371352785146
"E02002342",16,241,688,1100,215,23,2,2285,0.00700218818380744,0.1054704595186,0.30109409190372,0.481400437636761,0.0940919037199125,0.0100656455142232,0.00087527352297593,945,0.413566739606127,1340,0.586433260393873
"E02002343",0,60,568,1046,287,43,5,2009,0,0.0298656047784968,0.282727725236436,0.520657043305127,0.142857142857143,0.0214036834245893,0.00248880039820806,628,0.312593330014933,1381,0.687406669985067
"E02002344",0,157,916,1503,385,52,6,3019,0,0.0520039748261014,0.303411725736999,0.497846969195098,0.127525670751905,0.0172242464392183,0.00198741305067903,1073,0.3554157005631,1946,0.6445842994369
"E02002345",22,326,443,972,254,42,7,2066,0.010648596321394,0.157792836398838,0.214424007744434,0.470474346563408,0.122942884801549,0.0203291384317522,0.00338818973862536,791,0.382865440464666,1275,0.617134559535334
"E02002346",0,81,847,1118,254,39,6,2345,0,0.0345415778251599,0.361194029850746,0.476759061833689,0.108315565031983,0.0166311300639659,0.00255863539445629,928,0.395735607675906,1417,0.604264392324094
"E02002347",0,91,904,1083,365,60,20,2523,0,0.0360681728101467,0.358303606817281,0.429250891795482,0.144669044787951,0.0237812128418549,0.00792707094728498,995,0.394371779627428,1528,0.605628220372572
"E02002348",0,284,813,1218,341,48,17,2721,0,0.104373392135244,0.298787210584344,0.447629547960309,0.125321572951121,0.0176405733186329,0.00624770305034914,1097,0.403160602719588,1624,0.596839397280412
"E02002349",0,116,806,986,403,111,25,2447,0,0.0474049856967716,0.329382917858602,0.402942378422558,0.164691458929301,0.0453616673477728,0.0102165917449939,922,0.376787903555374,1525,0.623212096444626
"E02002350",0,47,438,1001,321,41,11,1859,0,0.0252824098977945,0.235610543302851,0.538461538461538,0.172673480365788,0.0220548682087144,0.00591715976331361,485,0.260892953200646,1374,0.739107046799354
"E02002351",16,239,348,797,280,71,13,1764,0.0090702947845805,0.135487528344671,0.197278911564626,0.451814058956916,0.158730158730159,0.040249433106576,0.00736961451247166,603,0.341836734693878,1161,0.658163265306122
"E02002352",3,105,802,1285,471,75,13,2754,0.00108932461873638,0.0381263616557734,0.29121278140886,0.466594045025418,0.171023965141612,0.0272331154684096,0.004720406681191,910,0.33042846768337,1844,0.66957153231663
"E02002353",0,89,398,870,345,63,11,1776,0,0.0501126126126126,0.224099099099099,0.489864864864865,0.194256756756757,0.035472972972973,0.00619369369369369,487,0.274211711711712,1289,0.725788288288288
"E02002354",0,199,827,1305,451,67,10,2859,0,0.0696047569080098,0.289261979713186,0.456453305351522,0.157747464148304,0.0234347674011892,0.00349772647778944,1026,0.358866736621196,1833,0.641133263378804
"E02002356",68,609,700,1267,537,77,27,3285,0.0207001522070015,0.185388127853881,0.213089802130898,0.385692541856925,0.163470319634703,0.0234398782343988,0.00821917808219178,1377,0.419178082191781,1908,0.580821917808219
"E02002357",0,130,1102,1529,410,57,12,3240,0,0.0401234567901235,0.340123456790123,0.471913580246914,0.126543209876543,0.0175925925925926,0.0037037037037037,1232,0.380246913580247,2008,0.619753086419753
"E02002358",15,513,960,1082,227,43,7,2847,0.00526870389884088,0.180189673340358,0.337197049525817,0.380049174569723,0.0797330523357921,0.0151036178433439,0.00245872848612575,1488,0.522655426765016,1359,0.477344573234984
"E02002359",46,230,600,914,297,70,13,2170,0.0211981566820276,0.105990783410138,0.276497695852535,0.421198156682028,0.136866359447005,0.032258064516129,0.00599078341013825,876,0.4036866359447,1294,0.5963133640553
"E02002360",0,87,1284,1165,329,26,9,2900,0,0.03,0.442758620689655,0.401724137931035,0.113448275862069,0.00896551724137931,0.00310344827586207,1371,0.472758620689655,1529,0.527241379310345
"E02002361",2,56,604,906,424,73,14,2079,0.000962000962000962,0.0269360269360269,0.290524290524291,0.435786435786436,0.203944203944204,0.0351130351130351,0.00673400673400673,662,0.318422318422318,1417,0.681577681577682
"E02002362",17,189,1410,1309,431,97,24,3477,0.00488927236123095,0.0543572044866264,0.405522001725626,0.376473971814783,0.123957434570032,0.0278976128846707,0.00690250215703192,1616,0.464768478573483,1861,0.535231521426517
"E02002363",0,172,1045,1398,562,68,20,3265,0,0.0526799387442573,0.320061255742726,0.428177641653905,0.172128637059724,0.0208269525267994,0.00612557427258806,1217,0.372741194486983,2048,0.627258805513017
"E02002364",12,157,1306,908,242,74,17,2716,0.00441826215022091,0.0578055964653903,0.480854197349043,0.334315169366716,0.0891016200294551,0.0272459499263623,0.00625920471281296,1475,0.543078055964654,1241,0.456921944035346
"E02002366",0,74,595,1154,502,98,34,2457,0,0.0301180301180301,0.242165242165242,0.46967846967847,0.204314204314204,0.0398860398860399,0.0138380138380138,669,0.272283272283272,1788,0.727716727716728
"E02002367",44,245,1019,988,328,64,17,2705,0.0162661737523105,0.0905730129390018,0.376709796672828,0.365249537892791,0.121256931608133,0.0236598890942699,0.00628465804066543,1308,0.48354898336414,1397,0.51645101663586
"E02002368",1,219,827,1367,483,73,14,2984,0.000335120643431635,0.0733914209115281,0.277144772117962,0.458109919571046,0.16186327077748,0.0244638069705094,0.0046916890080429,1047,0.350871313672922,1937,0.649128686327078
"E02002369",140,519,1284,1178,358,127,47,3653,0.0383246646591842,0.14207500684369,0.351491924445661,0.322474678346564,0.0980016424856282,0.0347659457979743,0.0128661374212976,1943,0.531891595948535,1710,0.468108404051465
"E02002370",5,306,1427,931,293,108,28,3098,0.00161394448030988,0.0987734021949645,0.460619754680439,0.300516462233699,0.0945771465461588,0.0348612007746934,0.00903808908973531,1738,0.561007101355713,1360,0.438992898644287
"E02002371",2,200,1512,1733,703,120,38,4308,0.000464252553389044,0.0464252553389044,0.350974930362117,0.402274837511606,0.163184772516249,0.0278551532033426,0.00882079851439183,1714,0.39786443825441,2594,0.60213556174559
"E02002373",0,147,959,1691,658,47,20,3522,0,0.0417376490630324,0.27228847245883,0.480124929017604,0.186825667234526,0.0133446905167518,0.0056785917092561,1106,0.314026121521863,2416,0.685973878478137
"E02002374",1,247,1030,1363,514,125,45,3325,0.000300751879699248,0.0742857142857143,0.309774436090226,0.409924812030075,0.154586466165414,0.037593984962406,0.0135338345864662,1278,0.384360902255639,2047,0.615639097744361
"E02002375",0,218,974,885,207,58,11,2353,0,0.0926476838079048,0.413939651508712,0.376115597110072,0.087972800679983,0.0246493837654059,0.0046748831279218,1192,0.506587335316617,1161,0.493412664683383
"E02002376",1,222,834,853,341,63,21,2335,0.000428265524625268,0.0950749464668094,0.357173447537473,0.365310492505353,0.146038543897216,0.0269807280513919,0.00899357601713062,1057,0.452676659528908,1278,0.547323340471092
"E02002377",0,47,550,1274,899,90,40,2900,0,0.0162068965517241,0.189655172413793,0.439310344827586,0.31,0.0310344827586207,0.0137931034482759,597,0.205862068965517,2303,0.794137931034483
"E02002379",2,429,977,669,122,42,15,2256,0.000886524822695035,0.190159574468085,0.433067375886525,0.296542553191489,0.0540780141843972,0.0186170212765957,0.00664893617021277,1408,0.624113475177305,848,0.375886524822695
"E02002380",4,58,587,909,304,48,9,1919,0.00208441896821261,0.0302240750390829,0.305888483585201,0.473684210526316,0.158415841584158,0.0250130276185513,0.00468994267847837,649,0.338196977592496,1270,0.661803022407504
"E02002381",1,108,1053,1126,321,46,13,2668,0.000374812593703148,0.04047976011994,0.394677661169415,0.422038980509745,0.120314842578711,0.0172413793103448,0.00487256371814093,1162,0.435532233883058,1506,0.564467766116942
"E02002382",0,15,271,1385,1134,82,69,2956,0,0.0050744248985115,0.0916779431664411,0.468538565629229,0.38362652232747,0.0277401894451962,0.0233423545331529,286,0.0967523680649526,2670,0.903247631935047
"E02002383",0,36,813,1664,634,30,10,3187,0,0.0112958895513022,0.255098839033574,0.522121117037967,0.198933165986821,0.0094132412927518,0.00313774709758393,849,0.266394728584876,2338,0.733605271415124
"E02002384",1,1300,3426,1253,441,67,16,6504,0.000153751537515375,0.199876998769988,0.526752767527675,0.192650676506765,0.0678044280442804,0.0103013530135301,0.002460024600246,4727,0.726783517835178,1777,0.273216482164822
"E02002385",0,47,987,2260,722,84,30,4130,0,0.0113801452784504,0.238983050847458,0.547215496368039,0.174818401937046,0.0203389830508475,0.00726392251815981,1034,0.250363196125908,3096,0.749636803874092
"E02002386",18,346,775,1476,439,56,27,3137,0.00573796620975454,0.110296461587504,0.247051322919987,0.470513229199872,0.139942620337902,0.0178514504303475,0.00860694931463181,1139,0.363085750717246,1998,0.636914249282754
"E02002387",1,187,953,955,494,63,18,2671,0.000374391613627855,0.0700112317484088,0.356795207787346,0.357543991014601,0.18494945713216,0.0235866716585548,0.00673904904530139,1141,0.427180831149382,1530,0.572819168850618
"E02002388",5,149,1329,1270,324,63,16,3156,0.00158428390367554,0.0472116603295311,0.421102661596958,0.402408111533587,0.102661596958175,0.0199619771863118,0.00506970849176172,1483,0.469898605830165,1673,0.530101394169835
"E02002389",8,213,1319,1003,247,76,30,2896,0.00276243093922652,0.0735497237569061,0.455455801104972,0.346339779005525,0.0852900552486188,0.0262430939226519,0.0103591160220994,1540,0.531767955801105,1356,0.468232044198895
"E02002390",106,744,955,832,283,28,9,2957,0.0358471423740277,0.251606357795063,0.322962461954684,0.281366249577274,0.0957051065268854,0.00946905647615827,0.00304362529590801,1805,0.610415962123774,1152,0.389584037876226
"E02002391",2,59,866,1432,519,66,24,2968,0.000673854447439353,0.0198787061994609,0.29177897574124,0.482479784366577,0.174865229110512,0.0222371967654987,0.00808625336927224,927,0.31233153638814,2041,0.68766846361186
"E02002392",0,570,1924,1120,366,66,30,4076,0,0.139842983316977,0.472031403336605,0.2747791952895,0.0897939156035329,0.0161923454367027,0.00736015701668302,2494,0.611874386653582,1582,0.388125613346418
"E02002393",0,484,1517,1231,960,401,85,4678,0,0.103463018383925,0.324283882000855,0.2631466438649,0.205215904232578,0.0857203933304831,0.0181701581872595,2001,0.42774690038478,2677,0.57225309961522
"E02002394",0,91,1024,1317,845,147,64,3488,0,0.0260894495412844,0.293577981651376,0.377580275229358,0.242259174311927,0.042144495412844,0.018348623853211,1115,0.319667431192661,2373,0.680332568807339
"E02002395",0,119,547,1109,411,48,14,2248,0,0.0529359430604982,0.243327402135231,0.493327402135231,0.182829181494662,0.0213523131672598,0.00622775800711744,666,0.29626334519573,1582,0.703736654804271
"E02002396",2,176,1298,1716,718,106,31,4047,0.000494193229552755,0.0434890042006425,0.320731405979738,0.424017790956264,0.177415369409439,0.026192241166296,0.0076599950580677,1476,0.364714603409933,2571,0.635285396590067
"E02002397",2,110,1032,1229,347,87,48,2855,0.000700525394045534,0.0385288966725044,0.361471103327496,0.430472854640981,0.1215411558669,0.0304728546409807,0.0168126094570928,1144,0.400700525394045,1711,0.599299474605954
"E02002398",20,102,472,1286,466,54,19,2419,0.00826787928896238,0.0421661843737081,0.195121951219512,0.531624638280281,0.192641587432823,0.0223232740801984,0.00785448532451426,594,0.245556014882183,1825,0.754443985117817
"E02002399",2,58,472,1104,555,81,31,2303,0.000868432479374729,0.0251845419018671,0.204950065132436,0.47937472861485,0.240990013026487,0.0351715154146765,0.0134607034303083,532,0.231003039513678,1771,0.768996960486322
"E02002400",1,230,1610,1653,726,89,53,4362,0.000229252636405319,0.0527281063732233,0.369096744612563,0.378954607977992,0.166437414030261,0.0204034846400734,0.0121503897294819,1841,0.422054103622192,2521,0.577945896377808
"E02002401",8,412,757,1071,175,26,9,2458,0.0032546786004882,0.167615947925142,0.307973962571196,0.435720097640358,0.0711960943856794,0.0105777054515867,0.00366151342554923,1177,0.478844589096827,1281,0.521155410903173
"E02002402",33,277,495,826,183,27,4,1845,0.0178861788617886,0.150135501355014,0.268292682926829,0.44769647696477,0.0991869918699187,0.0146341463414634,0.0021680216802168,805,0.436314363143631,1040,0.563685636856369
"E02002403",7,169,623,1002,308,43,9,2161,0.003239241092087,0.0782045349375289,0.288292457195743,0.463674224895882,0.142526608051828,0.019898195279963,0.004164738546969,799,0.369736233225359,1362,0.630263766774641
"E02002404",2,1359,2898,1731,644,93,41,6768,0.000295508274231678,0.200797872340426,0.428191489361702,0.255762411347518,0.0951536643026005,0.0137411347517731,0.00605791962174941,4259,0.629284869976359,2509,0.370715130023641
"E02002405",4,676,927,1129,383,67,23,3209,0.00124649423496416,0.210657525708944,0.288875038952945,0.351822997818635,0.119351822997819,0.0208787784356497,0.00716734185104394,1607,0.500779058896853,1602,0.499220941103147
"E02002406",15,301,399,980,213,25,10,1943,0.00772002058672156,0.154915079773546,0.205352547606794,0.504374678332476,0.109624292331446,0.0128667009778693,0.00514668039114771,715,0.367987647967061,1228,0.632012352032939
"E02002407",0,249,1085,1103,368,201,56,3062,0,0.081319399085565,0.354343566296538,0.360222077073808,0.12018288700196,0.065643370346179,0.0182887001959504,1334,0.435662965382103,1728,0.564337034617897
"E02002408",1,182,979,1272,398,40,17,2889,0.000346140533056421,0.0629975770162686,0.338871581862236,0.440290758047767,0.137763932156456,0.0138456213222568,0.00588438906195916,1162,0.402215299411561,1727,0.597784700588439
"E02002409",1,212,791,889,248,65,22,2228,0.000448833034111311,0.0951526032315978,0.355026929982047,0.399012567324955,0.111310592459605,0.0291741472172352,0.00987432675044883,1004,0.450628366247756,1224,0.549371633752244
"E02002410",0,174,1037,1117,345,67,23,2763,0,0.0629750271444083,0.375316684762939,0.404270720231632,0.12486427795874,0.0242490047050308,0.00832428519724937,1211,0.438291711907347,1552,0.561708288092653
"E02002411",5,2644,2235,1544,706,77,73,7284,0.000686436024162548,0.362987369577155,0.306836902800659,0.211971444261395,0.0969247666117518,0.0105711147721032,0.0100219659527732,4884,0.670510708401977,2400,0.329489291598023
"E02002412",3,290,918,1122,375,60,29,2797,0.00107257776188774,0.103682516982481,0.328208795137648,0.401144082946014,0.134072220235967,0.0214515552377547,0.0103682516982481,1211,0.432963889882016,1586,0.567036110117984
"E02002414",46,409,1238,946,391,139,65,3234,0.0142238713667285,0.126468769325912,0.382807668521954,0.292517006802721,0.120902906617192,0.0429808286951144,0.0200989486703772,1693,0.523500309214595,1541,0.476499690785405
"E02002415",0,102,671,1605,1121,143,86,3728,0,0.0273605150214592,0.179989270386266,0.430525751072961,0.300697424892704,0.0383583690987124,0.023068669527897,773,0.207349785407725,2955,0.792650214592275
"E02002416",13,241,765,929,228,44,9,2229,0.00583221175414984,0.10812023328847,0.343203230148048,0.416778824585016,0.10228802153432,0.0197397936294302,0.00403768506056528,1019,0.457155675190668,1210,0.542844324809331
"E02002417",92,905,756,891,247,54,15,2960,0.0310810810810811,0.305743243243243,0.255405405405405,0.301013513513514,0.0834459459459459,0.0182432432432432,0.00506756756756757,1753,0.59222972972973,1207,0.40777027027027
"E02002418",3,88,653,1132,302,47,9,2234,0.00134288272157565,0.0393912264995524,0.292300805729633,0.506714413607878,0.135183527305282,0.0210384959713518,0.00402864816472695,744,0.333034914950761,1490,0.666965085049239
"E02002419",15,262,1462,1020,316,68,18,3161,0.00474533375514078,0.0828851629231256,0.462511863334388,0.322682695349573,0.0999683644416324,0.0215121796899715,0.00569440050616893,1739,0.550142360012654,1422,0.449857639987346
"E02002420",0,50,487,1465,634,103,46,2785,0,0.0179533213644524,0.174865350089767,0.526032315978456,0.227648114901257,0.036983842010772,0.0165170556552962,537,0.192818671454219,2248,0.807181328545781
"E02002421",23,50,1441,969,185,38,17,2723,0.00844656628718325,0.0183621006243114,0.529195739992655,0.355857510099155,0.0679397723099523,0.0139551964744767,0.00624311421226588,1514,0.55600440690415,1209,0.44399559309585
"E02002422",18,275,727,966,233,37,4,2260,0.0079646017699115,0.121681415929204,0.321681415929204,0.427433628318584,0.103097345132743,0.0163716814159292,0.00176991150442478,1020,0.451327433628319,1240,0.548672566371681
"E02002423",2,95,1025,752,154,59,12,2099,0.000952834683182468,0.0452596474511672,0.488327775131015,0.358265840876608,0.07336827060505,0.0281086231538828,0.00571700809909481,1122,0.534540257265364,977,0.465459742734636
"E02002424",1,71,837,1154,268,43,17,2391,0.000418235048097031,0.0296946884148892,0.350062735257215,0.482643245503973,0.112086992890004,0.0179841070681723,0.00710999581764952,909,0.380175658720201,1482,0.619824341279799
"E02002425",46,426,871,1287,378,49,16,3073,0.0149690855841198,0.138626749105109,0.283436381386267,0.41880898145135,0.123006833712984,0.0159453302961276,0.00520663846404165,1343,0.437032216075496,1730,0.562967783924504
"E02002426",43,344,710,1166,299,53,8,2623,0.0163934426229508,0.131147540983607,0.270682424704537,0.444529165078155,0.113991612657263,0.0202058711399161,0.00304994281357225,1097,0.418223408311094,1526,0.581776591688906
"E02002427",1,70,761,1079,262,28,12,2213,0.000451875282422052,0.0316312697695436,0.343877089923181,0.487573429733394,0.118391323994577,0.0126525079078174,0.00542250338906462,832,0.375960234975147,1381,0.624039765024853
"E02002428",1,134,1595,1126,220,48,7,3131,0.000319386777387416,0.0427978281699138,0.509421909932929,0.359629511338231,0.0702650910252316,0.015330565314596,0.00223570744171191,1730,0.55253912488023,1401,0.44746087511977
"E02002429",9,297,1004,1216,309,36,12,2883,0.00312174817898023,0.103017689906348,0.348248352410683,0.421782865071106,0.107180020811655,0.0124869927159209,0.00416233090530697,1310,0.454387790496011,1573,0.545612209503989
