"msoa21","A_n","B_n","C_n","D_n","E_n","F_n","G_n","number_of_epcs","A_pct","B_pct","C_pct","D_pct","E_pct","F_pct","G_pct","ABC_n","ABC_pct","DEFG_n","DEFG_pct"
"E02000137",7,224,1394,1247,487,109,14,3482,0.00201033888569787,0.064330844342332,0.400344629523262,0.358127512923607,0.139862148190695,0.0313038483630098,0.00402067777139575,1625,0.466685812751292,1857,0.533314187248708
"E02000138",4,350,1837,1404,516,75,11,4197,0.000953061710745771,0.0833928996902549,0.437693590659995,0.334524660471766,0.122944960686204,0.0178699070764832,0.00262091970455087,2191,0.522039552060996,2006,0.477960447939004
"E02000139",8,244,872,1212,579,88,18,3021,0.00264812975835816,0.0807679576299239,0.288646143661039,0.401191658391261,0.191658391261172,0.0291294273419398,0.00595829195630586,1124,0.372062231049321,1897,0.627937768950679
"E02000140",5,157,931,1229,291,32,10,2655,0.00188323917137476,0.0591337099811676,0.350659133709981,0.462900188323917,0.109604519774011,0.0120527306967985,0.00376647834274953,1093,0.411676082862523,1562,0.588323917137476
"E02000141",2,78,999,1281,506,55,21,2942,0.000679809653297077,0.026512576478586,0.33956492182189,0.435418082936778,0.17199184228416,0.0186947654656696,0.00713800135961931,1079,0.366757307953773,1863,0.633242692046227
"E02000142",1,217,961,1131,510,79,17,2916,0.000342935528120713,0.0744170096021948,0.329561042524005,0.387860082304527,0.174897119341564,0.0270919067215364,0.00582990397805213,1179,0.404320987654321,1737,0.595679012345679
"E02000144",0,719,1254,1520,618,99,20,4230,0,0.169976359338061,0.29645390070922,0.359338061465721,0.146099290780142,0.0234042553191489,0.00472813238770686,1973,0.466430260047281,2257,0.533569739952719
"E02000145",6,213,1303,1158,269,51,17,3017,0.00198873052701359,0.0705999337089824,0.431885979449785,0.383824991713623,0.0891614186277759,0.0169042094796155,0.00563473649320517,1522,0.504474643685781,1495,0.495525356314219
"E02000146",1,600,998,1410,655,107,33,3804,0.000262881177707676,0.157728706624606,0.262355415352261,0.370662460567823,0.172187171398528,0.0281282860147213,0.00867507886435331,1599,0.420347003154574,2205,0.579652996845426
"E02000147",2,125,773,851,530,110,10,2401,0.000832986255726781,0.0520616409829238,0.321949187838401,0.354435651811745,0.220741357767597,0.0458142440649729,0.0041649312786339,900,0.374843815077051,1501,0.625156184922949
"E02000148",1,112,518,918,475,72,16,2112,0.000473484848484848,0.053030303030303,0.245265151515152,0.434659090909091,0.224905303030303,0.0340909090909091,0.00757575757575758,631,0.298768939393939,1481,0.701231060606061
"E02000149",13,117,848,1310,423,71,10,2792,0.00465616045845272,0.0419054441260745,0.303724928366762,0.46919770773639,0.151504297994269,0.0254297994269341,0.00358166189111748,978,0.350286532951289,1814,0.649713467048711
"E02000150",48,314,678,987,367,48,16,2458,0.0195280716029292,0.127746135069162,0.275834011391375,0.401545972335232,0.149308380797396,0.0195280716029292,0.0065093572009764,1040,0.423108218063466,1418,0.576891781936534
"E02000151",1,37,302,1003,557,99,8,2007,0.00049825610363727,0.018435475834579,0.150473343298455,0.499750871948181,0.277528649725959,0.0493273542600897,0.00398604882909816,340,0.169407075236672,1667,0.830592924763328
"E02000152",12,546,798,891,287,33,5,2572,0.0046656298600311,0.212286158631415,0.310264385692068,0.346423017107309,0.111586314152411,0.0128304821150855,0.00194401244167963,1356,0.527216174183515,1216,0.472783825816485
"E02000153",1,78,277,930,482,73,18,1859,0.000537923614846692,0.041958041958042,0.149004841312534,0.500268961807423,0.259279182356105,0.0392684238838085,0.00968262506724045,356,0.191500806885422,1503,0.808499193114578
"E02000154",3,489,932,1221,517,79,23,3264,0.000919117647058824,0.149816176470588,0.285539215686274,0.374080882352941,0.158394607843137,0.024203431372549,0.00704656862745098,1424,0.436274509803922,1840,0.563725490196078
"E02000155",2,71,586,1195,419,51,15,2339,0.000855066267635742,0.0303548525010688,0.250534416417272,0.510902094912356,0.179136383069688,0.0218041898247114,0.00641299700726806,659,0.281744335185977,1680,0.718255664814023
"E02000156",0,234,737,1485,821,138,24,3439,0,0.0680430357662111,0.214306484443152,0.431811573131724,0.238732189589997,0.0401279441698168,0.00697877289909858,971,0.282349520209363,2468,0.717650479790637
"E02000157",0,89,479,1182,501,49,7,2307,0,0.0385782401387083,0.207628955353273,0.512353706111834,0.217165149544863,0.0212397052449068,0.00303424360641526,568,0.246207195491981,1739,0.753792804508019
"E02000158",5,200,668,926,341,39,8,2187,0.00228623685413809,0.0914494741655235,0.305441243712849,0.423411065386374,0.155921353452218,0.0178326474622771,0.00365797896662094,873,0.39917695473251,1314,0.60082304526749
"E02000159",2,190,479,931,471,84,14,2171,0.000921234454168586,0.0875172731460157,0.220635651773376,0.428834638415477,0.216950713956702,0.0386918470750806,0.0064486411791801,671,0.309074159373561,1500,0.690925840626439
"E02000160",4,176,395,959,510,108,10,2162,0.00185013876040703,0.0814061054579093,0.182701202590194,0.443570767807586,0.235892691951896,0.0499537465309898,0.00462534690101758,575,0.265957446808511,1587,0.734042553191489
"E02000161",2,34,614,1277,410,50,7,2394,0.000835421888053467,0.0142021720969089,0.256474519632414,0.533416875522139,0.171261487050961,0.0208855472013367,0.00292397660818713,650,0.271512113617377,1744,0.728487886382623
"E02000162",9,194,1084,834,324,54,13,2512,0.0035828025477707,0.0772292993630573,0.431528662420382,0.332006369426752,0.128980891719745,0.0214968152866242,0.00517515923566879,1287,0.51234076433121,1225,0.48765923566879
"E02000163",5,97,571,1062,372,60,13,2180,0.00229357798165138,0.0444954128440367,0.261926605504587,0.487155963302752,0.170642201834862,0.0275229357798165,0.00596330275229358,673,0.308715596330275,1507,0.691284403669725
"E02000165",2,96,635,990,260,32,8,2023,0.000988630746416213,0.0474542758279783,0.313890261987148,0.489372219476026,0.128521997034108,0.0158180919426594,0.00395452298566485,733,0.362333168561542,1290,0.637666831438458
"E02000166",2,168,801,1150,431,70,11,2633,0.000759589821496392,0.0638055450056969,0.304215723509305,0.436764147360425,0.163691606532472,0.0265856437523737,0.00417774401823016,971,0.368780858336498,1662,0.631219141663502
"E02000167",6,70,1021,1554,650,90,29,3420,0.00175438596491228,0.0204678362573099,0.298538011695906,0.454385964912281,0.190058479532164,0.0263157894736842,0.00847953216374269,1097,0.320760233918129,2323,0.679239766081871
"E02000168",12,189,1156,1401,420,54,11,3243,0.00370027752081406,0.0582793709528215,0.356460067838421,0.432007400555042,0.129509713228492,0.0166512488436633,0.00339192106074622,1357,0.418439716312057,1886,0.581560283687943
"E02000169",4,462,1054,1214,507,67,11,3319,0.00120518228382043,0.139198553781259,0.317565531786683,0.3657728231395,0.152756854474239,0.0201868032539922,0.00331425128050618,1520,0.457969267851763,1799,0.542030732148237
"E02000170",0,168,1333,1605,573,58,23,3760,0,0.0446808510638298,0.354521276595745,0.42686170212766,0.152393617021277,0.0154255319148936,0.00611702127659574,1501,0.399202127659574,2259,0.600797872340425
"E02000171",2,132,1095,1385,397,46,15,3072,0.000651041666666667,0.04296875,0.3564453125,0.450846354166667,0.129231770833333,0.0149739583333333,0.0048828125,1229,0.400065104166667,1843,0.599934895833333
"E02000172",4,416,1605,1338,284,20,6,3673,0.00108902804247209,0.113258916417098,0.436972502041928,0.364279880206915,0.0773209910155186,0.00544514021236047,0.00163354206370814,2025,0.551320446501497,1648,0.448679553498503
"E02000173",3,416,1666,1397,443,55,9,3989,0.000752068187515668,0.104286788668839,0.417648533467034,0.350213085986463,0.11105540235648,0.0137879167711206,0.002256204562547,2085,0.522687390323389,1904,0.477312609676611
"E02000174",9,181,1261,1435,311,29,13,3239,0.00277863538129052,0.0558814448903983,0.389317690645261,0.443037974683544,0.0960172892868169,0.00895338067304724,0.00401358443964187,1451,0.44797777091695,1788,0.55202222908305
"E02000175",3,594,2017,1756,461,50,27,4908,0.000611246943765281,0.121026894865526,0.410961695191524,0.357783211083945,0.0939282803585982,0.0101874490627547,0.00550122249388753,2614,0.532599837000815,2294,0.467400162999185
"E02000176",5,55,1283,1507,383,30,11,3274,0.0015271838729383,0.0167990226023213,0.391875381795968,0.460293219303604,0.116982284667074,0.00916310323762981,0.00335980452046426,1343,0.410201588271228,1931,0.589798411728772
"E02000177",2,476,1601,1318,275,22,5,3699,0.000540686672073533,0.128683427953501,0.432819680994863,0.356312516896458,0.0743444174101108,0.00594755339280887,0.00135171668018383,2079,0.562043795620438,1620,0.437956204379562
"E02000178",4,476,1894,1839,395,35,9,4652,0.000859845227858985,0.102321582115219,0.40713671539123,0.395313843508169,0.0849097162510748,0.00752364574376612,0.00193465176268272,2374,0.510318142734308,2278,0.489681857265692
"E02000179",2,152,1294,900,272,30,10,2660,0.00075187969924812,0.0571428571428571,0.486466165413534,0.338345864661654,0.102255639097744,0.0112781954887218,0.0037593984962406,1448,0.544360902255639,1212,0.455639097744361
"E02000180",3,639,1493,1276,287,37,10,3745,0.000801068090787717,0.170627503337784,0.398664886515354,0.340720961281709,0.0766355140186916,0.00987983978638184,0.00267022696929239,2135,0.570093457943925,1610,0.429906542056075
"E02000181",0,126,1548,1667,480,40,12,3873,0,0.0325329202168861,0.399690162664601,0.430415698424994,0.123934934159566,0.0103279111799639,0.00309837335398916,1674,0.432223082881487,2199,0.567776917118513
"E02000182",4,422,1583,1271,356,41,6,3683,0.00108607113765952,0.114580505023079,0.429812652728754,0.345099103991311,0.096660331251697,0.01113222916101,0.00162910670648928,2009,0.545479228889492,1674,0.454520771110508
"E02000183",2,446,1652,1238,352,44,25,3759,0.000532056397978186,0.118648576749135,0.439478584729981,0.329342910348497,0.0936419260441607,0.0117052407555201,0.00665070497472732,2100,0.558659217877095,1659,0.441340782122905
"E02000184",2,1228,1755,1097,188,13,4,4287,0.00046652670865407,0.286447399113599,0.409377186843947,0.255889899696758,0.0438535106134826,0.00303242360625146,0.000933053417308141,2985,0.6962911126662,1302,0.3037088873338
"E02000185",1,458,1811,1411,274,39,17,4011,0.00024931438544004,0.114185988531538,0.451508352031912,0.351782597855896,0.0683121416105709,0.00972326103216156,0.00423834455248068,2270,0.565943654948891,1741,0.434056345051109
"E02000186",1,877,1581,1201,377,45,22,4104,0.000243664717348928,0.21369395711501,0.385233918128655,0.292641325536062,0.0918615984405458,0.0109649122807018,0.00536062378167641,2459,0.599171539961014,1645,0.400828460038986
"E02000187",0,2010,1333,1038,344,184,6,4915,0,0.408952187182096,0.271210579857579,0.21119023397762,0.0699898270600203,0.0374364191251272,0.00122075279755849,3343,0.680162767039674,1572,0.319837232960326
"E02000188",0,420,1693,709,124,8,2,2956,0,0.142083897158322,0.572733423545332,0.239851150202977,0.0419485791610284,0.0027063599458728,0.0006765899864682,2113,0.714817320703654,843,0.285182679296346
"E02000191",1,260,1780,1021,269,41,16,3388,0.000295159386068477,0.076741440377804,0.525383707201889,0.301357733175915,0.0793978748524203,0.0121015348288076,0.00472255017709563,2041,0.602420306965761,1347,0.397579693034238
"E02000192",4,731,1759,1066,282,31,14,3887,0.00102907126318498,0.188062773347054,0.452534087985593,0.274247491638796,0.0725495240545408,0.00797530228968356,0.00360174942114741,2494,0.641625932595832,1393,0.358374067404168
"E02000193",9,608,2349,1243,392,87,11,4699,0.00191530112789955,0.129389231751436,0.499893594381783,0.264524366886572,0.0834220046818472,0.0185145775696957,0.00234092360076612,2966,0.631198127261119,1733,0.368801872738881
"E02000194",19,447,1630,1713,531,74,17,4431,0.00428797111261566,0.100880162491537,0.367862784924396,0.386594448205823,0.119837508463101,0.0167005190701873,0.00383660573234033,2096,0.473030918528549,2335,0.526969081471451
"E02000195",1,256,593,1261,515,90,17,2733,0.000365898280278083,0.0936699597511892,0.216977680204903,0.461397731430662,0.188437614343213,0.0329308452250274,0.00622027076472741,850,0.31101353823637,1883,0.68898646176363
"E02000196",0,182,757,896,348,51,14,2248,0,0.0809608540925267,0.336743772241993,0.398576512455516,0.154804270462633,0.0226868327402135,0.00622775800711744,939,0.41770462633452,1309,0.58229537366548
"E02000197",1,169,792,1309,479,59,11,2820,0.000354609929078014,0.0599290780141844,0.280851063829787,0.464184397163121,0.169858156028369,0.0209219858156028,0.00390070921985816,962,0.34113475177305,1858,0.65886524822695
"E02000198",21,268,1025,1472,477,67,24,3354,0.00626118067978533,0.0799045915324985,0.305605247465713,0.438878950506857,0.14221824686941,0.0199761478831246,0.00715563506261181,1314,0.391771019677996,2040,0.608228980322004
"E02000199",1,80,660,1420,467,39,17,2684,0.0003725782414307,0.029806259314456,0.245901639344262,0.529061102831595,0.173994038748137,0.0145305514157973,0.00633383010432191,741,0.276080476900149,1943,0.723919523099851
"E02000200",1,366,1283,1636,610,98,14,4008,0.000249500998003992,0.0913173652694611,0.320109780439122,0.408183632734531,0.152195608782435,0.0244510978043912,0.00349301397205589,1650,0.411676646706587,2358,0.588323353293413
"E02000201",7,385,1458,1662,599,92,23,4226,0.00165641268338855,0.0911026975863701,0.3450070989115,0.393279697113109,0.141741599621391,0.0217699952673923,0.00544249881684808,1850,0.437766209181259,2376,0.562233790818741
"E02000202",1,71,625,1331,408,52,20,2508,0.000398724082934609,0.0283094098883573,0.249202551834131,0.530701754385965,0.162679425837321,0.0207336523125997,0.00797448165869218,697,0.277910685805423,1811,0.722089314194577
"E02000203",0,193,845,1393,376,40,16,2863,0,0.0674118057981139,0.295144952846664,0.486552567237164,0.131330771917569,0.013971358714635,0.005588543485854,1038,0.362556758644778,1825,0.637443241355222
"E02000204",1,204,838,1245,386,42,9,2725,0.00036697247706422,0.0748623853211009,0.307522935779816,0.456880733944954,0.141651376146789,0.0154128440366972,0.00330275229357798,1043,0.382752293577982,1682,0.617247706422018
"E02000206",17,428,1432,1983,596,69,27,4552,0.00373462214411248,0.09402460456942,0.314586994727592,0.435632688927944,0.130931458699473,0.0151581722319859,0.00593145869947276,1877,0.412346221441125,2675,0.587653778558875
"E02000207",6,218,1210,1403,492,49,14,3392,0.0017688679245283,0.0642688679245283,0.356721698113208,0.413620283018868,0.145047169811321,0.0144457547169811,0.00412735849056604,1434,0.422759433962264,1958,0.577240566037736
"E02000208",0,1004,1440,1288,393,65,20,4210,0,0.238479809976247,0.342042755344418,0.305938242280285,0.0933491686460808,0.0154394299287411,0.00475059382422803,2444,0.580522565320665,1766,0.419477434679335
"E02000209",7,189,852,1306,335,45,15,2749,0.00254638050200073,0.0687522735540196,0.309930883957803,0.475081847944707,0.121862495452892,0.0163695889414332,0.00545652964714442,1048,0.381229538013823,1701,0.618770461986177
"E02000210",4,147,771,1551,432,62,24,2991,0.00133734536944166,0.0491474423269809,0.25777331995988,0.518555667001003,0.144433299899699,0.0207288532263457,0.00802407221664995,922,0.308258107656302,2069,0.691741892343698
"E02000211",8,195,524,1085,499,70,11,2392,0.00334448160535117,0.0815217391304348,0.219063545150502,0.453595317725753,0.208612040133779,0.0292642140468227,0.00459866220735786,727,0.303929765886288,1665,0.696070234113712
"E02000212",2,560,945,1322,422,45,24,3320,0.000602409638554217,0.168674698795181,0.284638554216867,0.398192771084337,0.12710843373494,0.0135542168674699,0.0072289156626506,1507,0.453915662650602,1813,0.546084337349398
"E02000213",1,1156,2841,1564,542,75,38,6217,0.000160849284220685,0.185941772559112,0.456972816470967,0.251568280521152,0.0871803120476114,0.0120636963165514,0.00611227280038604,3998,0.6430754383143,2219,0.356924561685701
"E02000214",1,93,348,792,355,50,9,1648,0.000606796116504854,0.0564320388349515,0.211165048543689,0.480582524271845,0.215412621359223,0.0303398058252427,0.00546116504854369,442,0.268203883495146,1206,0.731796116504854
"E02000215",1,1123,1830,2213,811,95,27,6100,0.000163934426229508,0.184098360655738,0.3,0.362786885245902,0.132950819672131,0.0155737704918033,0.00442622950819672,2954,0.484262295081967,3146,0.515737704918033
"E02000216",3,262,1279,1039,453,60,7,3103,0.000966806316467934,0.0844344183048663,0.412181759587496,0.334837254270061,0.145987753786658,0.0193361263293587,0.00225588140509185,1544,0.49758298420883,1559,0.50241701579117
"E02000217",0,1393,1958,1710,598,64,23,5746,0,0.242429516185172,0.34075878872259,0.297598329272537,0.104072398190045,0.0111381830838844,0.00400278454577097,3351,0.583188304907762,2395,0.416811695092238
"E02000218",5,50,511,741,321,35,4,1667,0.002999400119976,0.02999400119976,0.306538692261548,0.444511097780444,0.19256148770246,0.020995800839832,0.0023995200959808,566,0.339532093581284,1101,0.660467906418716
"E02000219",2,117,407,946,546,99,13,2130,0.000938967136150235,0.0549295774647887,0.191079812206573,0.444131455399061,0.256338028169014,0.0464788732394366,0.00610328638497653,526,0.246948356807512,1604,0.753051643192488
