"msoa21","msoa21_name","heat_risk","social_risk","heat_enhanced_risk","lst_maxday_mean","lst_daynight_mean","lst_daynight_decile","airtemp_maxday_mean","airtemp_daynight_mean","airtemp_daynight_decile","under5","under5_pct","over75","over75_pct","people_of_colour","people_of_colour_pct","disabled_persons","disabled_persons_pct","life_expectancy_average","life_expectancy_decile","care_or_nursing_home_n","hospital_n","nurseries_n"
"E02003867","Macclesfield Upton Priory & Greenside","highest heat risk","Lowest heat risk","High heat, not enhanced risk",34.38,24.01,9,36.87,28.47,5,411,0.0530391018195896,687,0.0886566008517228,522,0.068,1348,0.176,81.8,6,2,0,0
"E02003868","Macclesfield East & Hurdsfield","highest heat risk","Medium heat risk","High heat, not enhanced risk",33.72,24.23,9,36.95,28.7,4,407,0.0481030611038884,730,0.086278217704763,470,0.056,1673,0.199,80.4,4,0,0,0
"E02003869","Macclesfield Bollinbrook","highest heat risk","Lowest heat risk","High heat, not enhanced risk",36.26,25.37,7,36.84,28.59,4,335,0.0448220497725448,892,0.119347069842119,436,0.06,1320,0.18,80.7,4,8,3,2
"E02003870","Central Macclesfield","highest heat risk","Medium heat risk","High heat, not enhanced risk",37.09,25.66,6,36.84,28.67,4,490,0.0467914438502674,719,0.068659281894576,867,0.083,1881,0.181,81.3,5,5,0,4
"E02003871","Macclesfield Weston","highest heat risk","Medium heat risk","High heat, not enhanced risk",36.68,25,8,36.81,28.52,5,372,0.0542907180385289,666,0.0971978984238179,241,0.035,1504,0.219,81.2,5,1,0,1
"E02003872","Gawsworth & Macclesfield Forest","highest heat risk","Lowest heat risk","High heat, not enhanced risk",31.89,22.4,10,36.4,28.52,5,397,0.0385699018750607,1285,0.124842125716506,276,0.027,1625,0.159,84.8,10,1,0,3
"E02003873","Macclesfield South & Lyme Green","highest heat risk","Highest heat risk","High heat and enhanced risk",34.08,23.65,9,36.79,28.68,4,361,0.0573744437380801,404,0.0642085187539733,316,0.051,1372,0.221,76.5,1,2,0,1
"E02003811","Cranage & Goostrey","lower heat risk","Lowest heat risk","Lower heat risk",34.4,23.12,10,37.35,28.22,6,366,0.0470316114109483,836,0.107427396556155,305,0.04,1084,0.142,85.8,10,0,0,3
"E02003812","Holmes Chapel","lower heat risk","Lowest heat risk","Lower heat risk",34.98,23.4,10,37.63,28.04,6,340,0.0505050505050505,897,0.133244206773619,231,0.035,1103,0.165,84.2,9,3,0,3
"E02003813","Middlewich West","lower heat risk","Lowest heat risk","Lower heat risk",35.96,23.38,10,37.74,27.95,6,233,0.0383349786113853,681,0.112043435340573,153,0.025,1156,0.191,80.9,4,2,0,0
"E02003814","Middlewich East","lower heat risk","Lowest heat risk","Lower heat risk",35.79,23.62,9,37.77,27.9,7,471,0.0565901718130482,430,0.0516640634386639,241,0.029,1359,0.162,81.2,5,0,0,2
"E02003815","Buglawton","highest heat risk","Medium heat risk","High heat, not enhanced risk",33.52,23.62,9,37.06,28.59,4,529,0.0675347887144134,669,0.0854078896974339,236,0.031,1634,0.215,82.1,6,2,0,0
"E02003816","Congleton Town","highest heat risk","Medium heat risk","High heat, not enhanced risk",36.69,25.51,7,37.15,28.49,5,345,0.0442477876106195,775,0.0993972040528408,317,0.042,1489,0.198,80.2,4,2,0,5
"E02003817","Congleton West Heath","highest heat risk","Lowest heat risk","High heat, not enhanced risk",36.35,24.65,8,37.2,28.41,5,355,0.0451366815003179,934,0.118753973299428,222,0.029,1343,0.175,82,6,2,0,0
"E02003818","Hightown, Mossley & Timbersbrook","highest heat risk","Lowest heat risk","High heat, not enhanced risk",33.07,23.51,9,36.81,28.65,4,259,0.0450121654501217,746,0.129648939867918,145,0.025,820,0.144,82,6,3,1,1
"E02003819","Sandbach North","lower heat risk","Lowest heat risk","Lower heat risk",35.65,24.19,9,37.55,27.96,6,353,0.0509820912767187,930,0.134315424610052,185,0.028,1191,0.181,82.2,6,2,0,1
"E02003820","Sandbach Ettiley Heath & Wheelock","lower heat risk","Lowest heat risk","Lower heat risk",36.35,23.89,9,37.79,27.91,6,668,0.0673658733360226,511,0.0515328761597418,378,0.039,1343,0.137,82.7,7,1,0,4
"E02003821","Sandbach Heath","lower heat risk","Medium heat risk","Lower heat risk",36.6,24.66,8,37.57,27.97,6,292,0.051138353765324,716,0.125394045534151,165,0.03,1137,0.203,81.9,6,1,0,1
"E02003822","Scholar Green, Rode Heath & Brereton","lower heat risk","Lowest heat risk","Lower heat risk",34.93,23.38,10,37.39,28.17,6,572,0.0474964709789919,1321,0.109690276509175,262,0.023,2109,0.183,82.2,6,3,0,2
"E02003825","Crewe Leighton","lower heat risk","Lowest heat risk","Lower heat risk",37.06,24.56,9,38.15,27.45,8,302,0.0479060913705584,212,0.0336294416243655,347,0.055,897,0.142,81.6,5,0,0,2
"E02003826","Crewe North East","lower heat risk","Highest heat risk","Lower heat risk",36.99,25.02,8,38.12,27.62,7,636,0.0695157940758553,469,0.0512624330527927,475,0.054,1867,0.211,76.6,1,3,0,0
"E02003827","Crewe Coppenhall & Underwood","lower heat risk","Highest heat risk","Lower heat risk",38.83,26.07,6,38.26,27.45,8,670,0.0666202644923934,604,0.0600576712737397,767,0.081,1886,0.199,78.5,2,1,0,3
"E02003828","Crewe North West","lower heat risk","Highest heat risk","Lower heat risk",37.11,24.12,9,38.39,27.26,8,457,0.0691167574107683,428,0.0647307924984876,386,0.059,1224,0.187,78.8,2,2,0,1
"E02003829","Crewe Sydney & Gateway","lower heat risk","Medium heat risk","Lower heat risk",37.99,26.08,6,38.08,27.72,7,213,0.0367621677597515,773,0.133413876423887,498,0.089,1065,0.191,82.6,7,1,0,1
"E02003830","Crewe Town & Victoria Avenue","highest heat risk","Highest heat risk","High heat and enhanced risk",39.68,26.81,4,38.3,27.51,8,481,0.0590691391379099,385,0.0472798722829424,866,0.109,1488,0.186,75.6,1,4,0,6
"E02003823","Alsager East","highest heat risk","Medium heat risk","High heat, not enhanced risk",36.88,24.72,8,37.14,28.32,5,311,0.0434843400447427,1108,0.154921700223714,198,0.029,1464,0.213,83.7,8,3,0,3
"E02003831","Haslington & Weston","lower heat risk","Lowest heat risk","Lower heat risk",36.14,23.89,9,37.67,27.98,6,512,0.0492023832404382,1020,0.0980203728618105,314,0.031,1636,0.161,82.5,7,3,0,3
"E02003824","Alsager West","highest heat risk","Lowest heat risk","High heat, not enhanced risk",37.65,25.07,8,37.17,28.26,5,394,0.0570931749021881,659,0.0954934067526445,219,0.034,955,0.147,84.2,9,1,0,1
"E02003832","Crewe Mill Street & College","highest heat risk","Highest heat risk","High heat and enhanced risk",40.25,26.99,4,38.24,27.57,7,373,0.0551938443326428,215,0.0318141461970997,1689,0.256,989,0.15,80.8,4,0,0,3
"E02003833","Wistaston Green","lower heat risk","Lowest heat risk","Lower heat risk",36.78,24.06,9,38.4,27.25,8,353,0.0560940727792786,468,0.0743683457810265,340,0.053,1124,0.177,81.5,5,1,0,0
"E02003834","Crewe Gresty Road","highest heat risk","Highest heat risk","High heat and enhanced risk",39.95,26.91,4,38.24,27.58,7,411,0.0569488707219066,321,0.0444783150893723,698,0.099,1122,0.159,78.6,2,1,0,0
"E02003835","Crewe South West & Wistaston","lower heat risk","Lowest heat risk","Lower heat risk",37.15,24.58,9,38.34,27.31,8,343,0.0401592319400539,1242,0.145416227608008,370,0.045,1350,0.162,84.6,9,2,0,2
"E02003836","Nantwich North East","lower heat risk","Medium heat risk","Lower heat risk",36.06,24.16,9,38.27,26.99,9,231,0.0332948976650332,1071,0.154367252810608,246,0.035,1531,0.22,81.4,5,3,0,2
"E02003838","Willaston & Shavington","lower heat risk","Lowest heat risk","Lower heat risk",36.9,24.43,9,38.2,27.4,8,554,0.0635758549460638,773,0.0887078264861143,306,0.037,1303,0.158,82.6,7,1,0,3
"E02003839","Nantwich South West","lower heat risk","Medium heat risk","Lower heat risk",36.98,23.92,9,38.12,27,8,277,0.0390525870576625,1041,0.146764415621035,213,0.03,1460,0.206,82.4,7,3,0,2
"E02003840","Audlem, Bunbury & Wrenbury","lower heat risk","Lowest heat risk","Lower heat risk",35.5,23.19,10,36.93,27.28,8,413,0.0373924852874604,1400,0.12675418741512,212,0.02,1797,0.166,83.6,8,2,0,4
"E02007030","Church Minshull, Kingsbourne & Sound","lower heat risk","Lowest heat risk","Lower heat risk",35.17,22.73,10,37.86,27.19,8,466,0.0590097505381791,446,0.0564771432189439,329,0.044,979,0.132,82.1,6,1,2,1
"E02007031","Nantwich South East & Wybunbury","lower heat risk","Lowest heat risk","Lower heat risk",35.99,23.45,10,37.46,27.62,7,391,0.044973544973545,525,0.0603864734299517,426,0.049,1008,0.117,82.1,6,1,0,2
"E02003841","Neston & Parkgate","lower heat risk","Medium heat risk","Lower heat risk",35.73,23.94,9,36.19,27.68,7,290,0.0365469439193447,1062,0.133837429111531,280,0.035,1554,0.196,81.7,6,3,0,2
"E02003874","Frodsham","lower heat risk","Lowest heat risk","Lower heat risk",32.71,22.53,10,37.3,27.84,7,377,0.0406381373288779,1133,0.122129998922065,274,0.03,1667,0.182,81.8,6,2,0,4
"E02003875","Comberbach, Acton Bridge & Whitley","lower heat risk","Lowest heat risk","Lower heat risk",33.8,22.86,10,37.5,27.87,7,229,0.0352091020910209,819,0.125922509225092,125,0.019,1050,0.163,85.5,10,0,0,6
"E02003842","Hooton, Willaston & Ness","lower heat risk","Lowest heat risk","Lower heat risk",35.55,23.57,9,36.28,27.77,7,226,0.0391884862146697,871,0.151031732269811,163,0.029,950,0.169,84.4,9,1,0,2
"E02003843","Little Sutton North & Overpool","lower heat risk","Medium heat risk","Lower heat risk",35.61,24.32,9,36.57,28.08,6,298,0.0461729160210722,624,0.0966842268360707,166,0.026,1545,0.24,78.8,2,1,1,4
"E02003844","Little Neston","lower heat risk","Lowest heat risk","Lower heat risk",35.83,24.03,9,36.15,27.64,7,229,0.0345451802685171,881,0.132900890028662,141,0.021,1266,0.191,83.4,8,0,0,1
"E02003845","Ellesmere Port Town & Rossmore","lower heat risk","Highest heat risk","Lower heat risk",34.14,23.79,9,36.67,28.15,6,936,0.0813630041724618,409,0.0355528511821975,864,0.078,2433,0.221,77.4,1,2,0,2
"E02003846","Little Sutton East","highest heat risk","Highest heat risk","High heat and enhanced risk",38.71,26.14,5,36.55,28.05,6,450,0.0650759219088937,470,0.0679681851048445,171,0.025,1601,0.233,78.6,2,1,0,2
"E02003847","Little Sutton West","lower heat risk","Lowest heat risk","Lower heat risk",37.08,24.49,9,36.5,27.93,6,485,0.0473032283234175,832,0.081146981371306,307,0.031,1418,0.145,82.9,7,0,0,2
"E02003848","Ellesmere Port Pooltown Road","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.14,26.21,5,36.63,28.05,6,278,0.052472631181578,421,0.0794639486598716,203,0.038,1243,0.235,79.5,3,3,0,0
"E02003849","Wolverham & Stanlow","lower heat risk","Highest heat risk","Lower heat risk",33.61,23.7,9,37,28.1,6,685,0.0805029968268892,388,0.0455987777647197,447,0.052,2023,0.236,76.7,1,1,0,0
"E02003876","Barnton","lower heat risk","Medium heat risk","Lower heat risk",35.57,24.04,9,37.69,28.14,6,306,0.053835327234342,453,0.0796973961998593,158,0.028,1060,0.186,81.1,5,1,0,1
"E02003850","Great Sutton","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.89,26.15,5,36.61,28.03,6,208,0.0416416416416416,510,0.102102102102102,126,0.025,975,0.192,82.1,6,1,0,1
"E02003851","Whitby & Stanney Woods","lower heat risk","Lowest heat risk","Lower heat risk",38.45,26.05,6,36.7,28.06,6,221,0.038737949167397,563,0.0986853637160386,225,0.039,1015,0.175,81.9,6,1,0,1
"E02003877","Helsby & Kingsley","lower heat risk","Lowest heat risk","Lower heat risk",33.17,22.72,10,37.17,27.57,7,405,0.0412844036697248,1334,0.13598369011213,254,0.026,1579,0.165,83.2,8,4,0,1
"E02003852","Ellesmere Port South","lower heat risk","Lowest heat risk","Lower heat risk",37.48,24.82,8,36.59,27.97,6,244,0.0382085812715315,734,0.114938928906984,152,0.023,1122,0.173,84.5,9,2,0,1
"E02003878","Lostock & Wincham","lower heat risk","Medium heat risk","Lower heat risk",34.04,22.63,10,37.79,28.02,6,410,0.0436402341671102,1035,0.110164981373071,375,0.04,1707,0.184,79.9,3,6,0,2
"E02003879","Northwich Central & Winnington","lower heat risk","Medium heat risk","Lower heat risk",35.13,24.48,9,37.83,28.2,6,672,0.0722969338353954,457,0.0491662183969876,488,0.053,1486,0.162,79.8,3,2,0,4
"E02003880","Weaverham","lower heat risk","Medium heat risk","Lower heat risk",35.24,23.44,10,37.6,27.99,6,343,0.0516644072902546,682,0.102726314203946,185,0.028,1345,0.204,80.7,4,1,0,2
"E02003881","Greenbank","highest heat risk","Medium heat risk","High heat, not enhanced risk",37.21,25.26,7,37.79,28.23,5,246,0.0420728578758338,324,0.0554130323242689,275,0.047,1180,0.202,82,6,0,0,1
"E02003882","Rudheath West & Leftwich","highest heat risk","Medium heat risk","High heat, not enhanced risk",36.15,24.64,8,37.87,28.25,5,486,0.0500927643784787,672,0.0692640692640693,446,0.047,1928,0.204,79.6,3,0,0,2
"E02003794","Elton, Mickle Trafford & Great Barrow","lower heat risk","Medium heat risk","Lower heat risk",34.82,22.97,10,37.1,27.79,7,383,0.0444057971014493,772,0.0895072463768116,335,0.039,1497,0.173,81.3,5,1,0,4
"E02003883","Hartford & Kingsmead","lower heat risk","Lowest heat risk","Lower heat risk",35.34,24.01,9,37.67,28.18,6,480,0.0418264203555246,1007,0.0877483443708609,520,0.046,1545,0.138,85.4,10,0,0,6
"E02003884","Sandiway","lower heat risk","Lowest heat risk","Lower heat risk",33.26,22.64,10,37.33,27.67,7,408,0.0444686648501362,1135,0.123705722070845,315,0.035,1431,0.16,84,9,3,0,3
"E02003795","Capenhurst, Saughall & Moston","lower heat risk","Lowest heat risk","Lower heat risk",35.09,23.26,10,36.6,27.81,7,295,0.0456021023342093,718,0.110990879579533,335,0.053,1222,0.192,81,5,6,0,1
"E02003885","Davenham & Moulton","lower heat risk","Lowest heat risk","Lower heat risk",34.49,22.74,10,37.79,28,6,294,0.0450781968721251,668,0.102422569763876,134,0.021,1099,0.17,82.5,7,1,0,2
"E02003796","Upton East","lower heat risk","Medium heat risk","Lower heat risk",38,25.9,6,36.76,27.75,7,382,0.0513647976334543,930,0.125050423557886,628,0.086,1428,0.195,81.3,5,2,0,4
"E02003797","Upton West & Heath","lower heat risk","Lowest heat risk","Lower heat risk",36.29,24.51,9,36.73,27.74,7,449,0.0442582552981764,960,0.094627895515032,765,0.076,1624,0.162,81.8,6,7,4,1
"E02003798","Blacon North","lower heat risk","Highest heat risk","Lower heat risk",38.04,25.69,6,36.81,27.74,7,366,0.0580307594736008,413,0.0654827968923418,295,0.047,1450,0.232,77.4,1,2,0,2
"E02003800","Kelsall, Tarvin & Ashton Hayes","lower heat risk","Lowest heat risk","Lower heat risk",34.04,22.5,10,37.33,27.46,8,293,0.0408590154790127,1006,0.140287268163436,181,0.025,1073,0.151,84.6,9,1,0,4
"E02003799","Blacon South","lower heat risk","Highest heat risk","Lower heat risk",37.21,24.74,8,37,27.69,7,467,0.0637716782739314,550,0.0751058309436023,337,0.046,1764,0.24,77.2,1,1,0,1
"E02003801","Vicars Cross & Hoole East","lower heat risk","Medium heat risk","Lower heat risk",37.83,25.9,6,36.79,27.75,7,346,0.0486501687289089,680,0.0956130483689539,399,0.056,1198,0.168,81,5,1,0,1
"E02003802","Chester Boughton West & Hoole","highest heat risk","Highest heat risk","High heat and enhanced risk",39.72,26.99,4,36.75,27.74,7,271,0.0307989544266394,626,0.0711444482327537,996,0.116,1748,0.204,77.6,2,5,0,3
"E02003803","Chester City & Garden Quarter","lower heat risk","Medium heat risk","Lower heat risk",38.45,25.56,7,36.91,27.7,7,236,0.0224761904761905,491,0.0467619047619048,1304,0.127,1849,0.18,81.4,5,1,0,2
"E02003886","Wharton","lower heat risk","Medium heat risk","Lower heat risk",35.26,23.52,9,37.75,27.92,6,358,0.0554179566563468,404,0.0625386996904025,358,0.055,1343,0.205,77.2,1,3,1,4
"E02003804","Chester Boughton East","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.51,26.28,5,36.76,27.74,7,370,0.0529782359679267,552,0.0790378006872852,485,0.07,1091,0.158,84.2,9,0,0,2
"E02003887","Winsford North","lower heat risk","Lowest heat risk","Lower heat risk",34.79,23.07,10,37.54,27.83,7,392,0.0558325024925224,448,0.0638085742771685,199,0.029,1227,0.177,83,7,0,0,2
"E02003888","Winsford Central","lower heat risk","Highest heat risk","Lower heat risk",37.29,24.98,8,37.62,27.79,7,371,0.0576982892690513,446,0.0693623639191291,229,0.035,1559,0.24,76.3,1,3,0,1
"E02003805","Christleton, Guilden Sutton & Waverton","lower heat risk","Lowest heat risk","Lower heat risk",35.29,23.58,9,36.91,27.64,7,254,0.0400315208825847,812,0.127974783293932,277,0.044,986,0.155,82.8,7,2,0,3
"E02003889","Winsford Over","lower heat risk","Highest heat risk","Lower heat risk",35.75,22.66,10,37.58,27.62,7,475,0.0717522658610272,452,0.0682779456193354,255,0.039,1560,0.239,80.3,4,2,0,1
"E02003806","Boughton Heath & Huntington","lower heat risk","Lowest heat risk","Lower heat risk",35.69,23.75,9,36.74,27.59,7,471,0.0560380725758477,745,0.0886377156454491,588,0.071,1117,0.135,84.6,9,3,0,1
"E02003890","Winsford Glebe Green","lower heat risk","Lowest heat risk","Lower heat risk",36.55,23.85,9,37.67,27.7,7,464,0.0635703521030278,471,0.0645293875873407,230,0.033,1411,0.2,83.6,8,0,0,0
"E02003807","Chester Handbridge Park","lower heat risk","Lowest heat risk","Lower heat risk",36.79,24.82,8,36.86,27.65,7,305,0.0347459557985874,1159,0.132034632034632,753,0.085,1395,0.158,84.4,9,0,1,1
"E02003808","Lache","lower heat risk","Highest heat risk","Lower heat risk",37.76,24.43,9,37.03,27.48,8,400,0.0608087564609304,337,0.0512313773183338,447,0.069,1285,0.197,78.8,2,0,0,1
"E02003891","Tarporley & Eddisbury Hill","lower heat risk","Lowest heat risk","Lower heat risk",33.47,22.43,10,37.22,27.41,8,235,0.0366500311915159,792,0.123518402994386,144,0.022,959,0.149,85.6,10,0,0,2
"E02003809","Dodleston, Tattenhall & Duddon","lower heat risk","Lowest heat risk","Lower heat risk",34.56,22.65,10,36.93,27.34,8,410,0.0469000228780599,1101,0.125943719972546,284,0.035,1354,0.165,83.8,9,2,0,5
"E02003810","Churton, Farndon & Malpas","lower heat risk","Lowest heat risk","Lower heat risk",36.22,23.28,10,36.53,27.23,8,450,0.0447494033412888,1185,0.117840095465394,177,0.018,1537,0.157,84.7,10,1,0,2
"E02004055","Old Whittington","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.38,25.42,7,39.02,29.43,2,331,0.0470906245554133,678,0.0964575330772514,216,0.031,1704,0.246,80,3,3,0,1
"E02004056","Staveley & Norbriggs","highest heat risk","Highest heat risk","High heat and enhanced risk",38.08,24.74,8,39.39,29.33,2,459,0.0567858468390449,495,0.0612396387479896,299,0.037,2015,0.25,76.9,1,4,1,1
"E02004057","New Whittington, Hollingwood & Barrow Hill","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.74,25.36,7,39.14,29.42,2,429,0.0552763819095477,375,0.0483185156551991,268,0.035,1689,0.218,79.8,3,5,0,3
"E02004058","Dunston","highest heat risk","Highest heat risk","High heat and enhanced risk",38.32,25.18,8,38.74,29.37,2,424,0.051631758402338,731,0.0890160740379932,418,0.052,2085,0.26,79.2,3,2,0,3
"E02004059","Brimington South & Tapton","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.45,25.73,6,39.13,29.45,2,340,0.0468448608432075,805,0.110912096996418,233,0.032,1611,0.223,79.9,3,3,0,0
"E02004060","Inkersall Green & Duckmanton","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.19,25.05,8,39.17,29.39,2,331,0.0434725505647491,808,0.106120304701865,176,0.023,1914,0.255,79.6,3,2,0,1
"E02004061","Newbold","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.12,26.9,4,38.99,29.4,2,345,0.0464521341052915,722,0.0972128719536825,433,0.059,1692,0.229,79.7,3,2,0,1
"E02004062","Loundsley Green & Holme Hall","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.53,25.58,7,38.7,29.3,2,294,0.0383912248628885,760,0.0992426220945417,307,0.04,1826,0.241,80.3,4,2,0,0
"E02004063","Ashgate & Brockwell","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.61,26.28,5,38.72,29.32,2,307,0.0402095612311722,973,0.127439423706614,275,0.036,1618,0.209,82.4,6,3,0,1
"E02004064","Central Chesterfield & Stonegravels","highest heat risk","Highest heat risk","High heat and enhanced risk",39.88,26.87,4,38.98,29.39,2,440,0.0458142440649729,501,0.0521657642648896,924,0.096,2101,0.219,78.1,2,8,0,6
"E02004065","Brookside & Walton","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.49,25.36,7,38.56,29.23,2,341,0.0418302257114818,1152,0.141315014720314,288,0.036,1436,0.177,84.3,9,2,2,0
"E02004066","Spital & Hasland","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.78,26.05,6,38.92,29.35,2,571,0.0500877192982456,1062,0.0931578947368421,559,0.049,2306,0.202,80,3,6,2,4
"E02004067","Boythorpe & Birdholme","highest heat risk","Highest heat risk","High heat and enhanced risk",39.7,26.45,5,38.75,29.25,2,349,0.0555998088258722,536,0.0853911104030588,319,0.051,1842,0.292,78.8,2,1,0,1
"E02006561","Fernhurst & Northchapel","lower heat risk","Lowest heat risk","Lower heat risk",37.29,25.29,7,35.91,26.39,9,258,0.0376972530683811,670,0.097895967270602,215,0.032,1002,0.149,81.5,5,1,1,1
"E02006562","Ifold & Wisborough Green","lower heat risk","Lowest heat risk","Lower heat risk",38.89,25.25,7,36.14,26.28,9,259,0.0417674568617965,676,0.109014675052411,173,0.028,796,0.129,84.9,10,0,0,2
"E02006563","Milland & South Harting","lower heat risk","Lowest heat risk","Lower heat risk",38,25,8,34.72,26.24,9,178,0.0308652679035894,716,0.124154673140281,202,0.035,757,0.132,82.9,7,1,0,1
"E02006564","Midhurst & Cocking","lower heat risk","Lowest heat risk","Lower heat risk",38.04,25.17,8,34.71,26.22,9,308,0.0381613183000867,1166,0.144467847850328,228,0.029,1297,0.162,84,9,2,2,4
"E02006565","Easebourne & Petworth","lower heat risk","Medium heat risk","Lower heat risk",38.46,25.4,7,34.87,25.95,10,257,0.031732312631189,1182,0.145943943696753,235,0.029,1276,0.156,83,7,3,0,4
"E02006566","Dean, Lavant & Summersdale","highest heat risk","Lowest heat risk","High heat, not enhanced risk",37.99,26.58,5,33.36,26.09,10,403,0.0472450175849941,1275,0.14947245017585,331,0.04,1386,0.168,84.8,10,3,1,2
"E02006567","Westbourne & Funtington","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.66,26.8,4,33.27,26.38,9,359,0.0467447916666667,913,0.118880208333333,135,0.018,1190,0.155,82.2,6,2,0,3
"E02006568","College Lane & Oaklands","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.71,28.54,1,33.55,26.37,9,639,0.0504779208468283,1129,0.0891855596808595,1125,0.091,2399,0.195,82.5,7,1,4,2
"E02006569","Southbourne, Bosham & Thorney","lower heat risk","Lowest heat risk","Lower heat risk",35.84,25.71,6,33.1,26.94,9,468,0.0473972047802309,1202,0.121733846465465,611,0.063,1403,0.146,81.8,6,6,0,1
"E02006570","Central Chichester","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.75,28.26,2,33.43,26.34,9,378,0.041154055525313,1197,0.130321175830158,828,0.093,1748,0.196,82.5,7,2,0,6
"E02006571","Stockbridge & Fishbourne","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.09,26.54,5,33.04,26.58,9,395,0.0447896586914616,1093,0.123936954303209,348,0.041,1357,0.159,83.7,8,7,0,1
"E02006572","Tangmere, Mundham & Hunston","highest heat risk","Medium heat risk","High heat, not enhanced risk",37.68,26.09,5,32.82,26.01,10,700,0.0591966173361522,982,0.0830443974630021,645,0.056,1932,0.168,83.4,8,4,0,5
"E02006573","Wittering & Birdham","lower heat risk","Medium heat risk","Lower heat risk",35.92,25.28,7,30.7,26.16,10,452,0.0385336743393009,1894,0.161466325660699,303,0.026,2073,0.178,82.7,7,5,0,5
"E02006574","Selsey","lower heat risk","Medium heat risk","Lower heat risk",34.61,25.12,8,28.98,25.58,10,349,0.032258064516129,1896,0.175247250207967,284,0.026,2360,0.216,80.2,4,8,0,3
"E02005189","Clayton Brook","highest heat risk","Highest heat risk","High heat and enhanced risk",33.84,23.47,10,36.54,28.28,5,285,0.0546081624832343,450,0.0862234144472121,316,0.059,1314,0.247,75,1,5,1,1
"E02005190","Brindle & Withnell","lower heat risk","Lowest heat risk","Lower heat risk",30.59,21.62,10,36.01,28,6,194,0.0317148929213667,635,0.103809056727154,125,0.021,920,0.154,81.9,6,1,0,1
"E02005191","Clayton-le-Woods","highest heat risk","Lowest heat risk","High heat, not enhanced risk",33.72,23.69,9,36.65,28.35,5,551,0.0550064889687531,805,0.0803633822501747,323,0.033,1638,0.168,82.5,7,5,0,3
"E02005192","Whittle-le-Woods & Anglezarke","lower heat risk","Lowest heat risk","Lower heat risk",30.99,22.33,10,35.94,28,6,471,0.0524032042723631,539,0.0599688473520249,416,0.047,1258,0.142,82.8,7,1,0,3
"E02005193","Euxton","highest heat risk","Lowest heat risk","High heat, not enhanced risk",33.61,22.69,10,36.87,28.29,5,403,0.0448226003781559,945,0.105105105105105,268,0.031,1526,0.175,81.6,5,2,1,6
"E02005194","Chorley North","lower heat risk","Medium heat risk","Lower heat risk",33.27,23.42,10,36.5,28.19,6,388,0.0487070047702737,737,0.0925182023600301,473,0.059,1654,0.207,79.6,3,4,2,6
"E02005195","Croston & Mawdesley","lower heat risk","Lowest heat risk","Lower heat risk",32.62,21.9,10,36.88,28.08,6,262,0.0329974811083123,662,0.083375314861461,353,0.045,1660,0.211,79.6,3,3,0,4
"E02005196","Chorley West","highest heat risk","Lowest heat risk","High heat, not enhanced risk",34.89,24.01,9,36.76,28.31,5,682,0.0599613152804642,985,0.0866010198698787,666,0.059,1938,0.171,81.7,5,4,0,6
"E02005197","Chorley East","lower heat risk","Highest heat risk","Lower heat risk",33.13,23.24,10,36.48,28.12,6,414,0.0575879816386145,455,0.0632911392405063,813,0.112,1507,0.208,77.5,1,1,0,1
"E02005198","Chorley Town & South","lower heat risk","Medium heat risk","Lower heat risk",34.37,23.8,9,36.61,28.14,6,503,0.0514841351074719,778,0.0796315250767656,422,0.044,1918,0.198,80.2,4,0,0,3
"E02005199","Eccleston & Charnock Richard","lower heat risk","Lowest heat risk","Lower heat risk",32.51,21.49,10,36.76,28.05,6,263,0.034687417567924,878,0.115800580321815,138,0.018,1210,0.16,82.6,7,0,0,2
"E02005200","Chorley South West","lower heat risk","Medium heat risk","Lower heat risk",34.78,23.62,9,36.64,28.16,6,473,0.0516544719886426,470,0.0513268537730698,386,0.042,1784,0.195,78.2,2,2,0,0
"E02005201","Coppull","lower heat risk","Medium heat risk","Lower heat risk",32.66,22.3,10,36.49,28.02,6,412,0.0498125982347963,755,0.0912827953089106,194,0.023,1712,0.206,78.8,2,3,0,2
"E02005202","Adlington & Rivington","lower heat risk","Lowest heat risk","Lower heat risk",30.95,22.16,10,36.17,27.89,7,447,0.0445086129642537,1053,0.104849148660759,249,0.025,1770,0.177,81.5,5,2,0,4
"E02000001","City of London","highest heat risk","Highest heat risk","High heat and enhanced risk",37.43,26.82,4,40.17,30.7,1,207,0.0190836175901171,471,0.0434221443717157,2629,0.306,919,0.107,90.5,10,0,3,6
